title,authors,id,source,date,url,abstract
"Resistance-based training improves mitochondrial capacity and redox balance in aging adults, independent of polyphenol supplementation","Mathias Flensted-Jensen, Cecilie Moe Weinreich, Ann-Sofie Kleis-Olsen, Filip Hansen, Nadia Stenner S...",PMC12808611,Redox Biology,2025-12-17,https://doi.org/10.1016/j.redox.2025.103972,Resistance training improved mitochondrial capacity and redox balance in older adults. Polyphenol supplementation did not enhance these adaptations and may have altered some vitamin responses.
Effect of Antioxidant Supplementation on Exercise-Induced Cardiac Troponin Release in Cyclists: A Randomized Trial,"Lieke J. J. Klinkenberg, Peter T. Res, Guido R. Haenen, Aalt Bast, Luc J. C. van Loon, Marja P. van ...",PMC3834092,PLoS ONE,2013-01-01,https://doi.org/10.1371/journal.pone.0079280,"This study investigated the impact of astaxanthin supplementation on exercise-induced cardiac troponin release in cyclists. Astaxanthin supplementation did not reduce cardiac troponin release after prolonged cycling, nor did it improve antioxidant capacity or markers of muscle damage."
Antioxidant Supplementation Impairs Changes in Body Composition Induced by Strength Training in Young Women,"MAURILIO T. DUTRA, SÁVIO ALEX, ALYSON F. SILVA, LEE E. BROWN, MARTIM BOTTARO",PMC6413849,International Journal of Exercise Science,2019-01-01,,This study examined the effects of strength training with antioxidant supplementation on body composition in young women. Antioxidant supplementation impaired strength training-induced gains in fat-free mass and reductions in fat mass.
Aerobic Exercise Training Adaptations Are Increased by Postexercise Carbohydrate-Protein Supplementation,"Lisa Ferguson-Stegall, Erin McCleave, Zhenping Ding, Phillip G. Doerner III, Yang Liu, Bei Wang, Mar...",PMC3136187,Journal of Nutrition and Metabolism,2011-01-01,https://doi.org/10.1155/2011/623182,"This study investigated the effects of post-exercise chocolate milk, carbohydrate, or placebo supplementation on aerobic training adaptations. Chocolate milk supplementation led to greater improvements in aerobic capacity and body composition compared to carbohydrate or placebo."
Antioxidants and Skeletal Muscle Performance: “Common Knowledge” vs. Experimental Evidence,"Andrés Hernández, Arthur Cheng, Håkan Westerblad",PMC3298958,PMC,2012-03-12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3298958/,This paper reviews experimental evidence on the effects of antioxidants on skeletal muscle performance. Findings suggest that common beliefs about antioxidant benefits may not be supported by scientific data and could potentially be harmful.
Tribbles 3 blunts exercise-induced skeletal muscle adaptation,"Ran Hee Choi, Abigail McConahay, Mackenzie B. Johnson, Morgan Ojemuyiwa, Brooklyn J. Phillips, Ha-Wo...",PMC12338650,bioRxiv,2025-07-19,https://doi.org/10.1101/2025.07.16.665065,"This study investigated the role of Tribbles 3 (TRB3) in exercise-induced skeletal muscle adaptation. TRB3 overexpression blunts exercise benefits, impairing glucose tolerance and metabolic gene expression, while TRB3 knockout improves glucose tolerance."
"Antioxidants and Exercise: A Redox-Informed Framework for Training Adaptation, Performance, and Recovery",Dan Cristian Mănescu; Andrei Tudor; Andreea Maria Mănescu; Iulius Radulian Mărgărit; Cătălin Octavia...,PMC13113188,biomedrxiv,2026-04-07,https://doi.org/10.3390/antiox15040456,"Antioxidants can hinder training adaptations by blunting exercise-induced signals. However, certain food-derived antioxidants may aid recovery without impairing gains. A framework called Redox-Adaptive Periodization is proposed to optimize antioxidant use based on training goals."
Exercise Training Combined with  Bifidobacterium Longum  OLP-01 Supplementation Improves Exercise Physiological Adaption and Performance,"Wen-Ching Huang, Yi-Ju Hsu, Chi-Chang Huang, Hsuan-Chen Liu, Mon-Chien Lee",PMC7231274,Nutrients,2020-04-19,https://doi.org/10.3390/nu12041145,"This study investigated the effects of exercise training combined with *Bifidobacterium longum* OLP-01 supplementation in mice. The combination significantly improved exercise performance, reduced fatigue markers, and ameliorated exercise-induced inflammation and injury."
The effect of green tea extract supplementation on exercise-induced oxidative stress parameters in male sprinters,"Ewa Jówko, Barbara Długołęcka, Beata Makaruk, Igor Cieśliński",PMC4500852,European Journal of Nutrition,2014-08-14,https://doi.org/10.1007/s00394-014-0757-1,This study investigated the effects of green tea extract on oxidative stress markers in male sprinters. Green tea extract supplementation reduced exercise-induced oxidative stress without negatively impacting sprint performance or antioxidant enzyme adaptation.
"Vitamin C and E Treatment Blunts Sprint Interval Training–Induced Changes in Inflammatory Mediator-, Calcium-, and Mitochondria-Related Signaling in Recreationally Active Elderly Humans","Victoria L. Wyckelsma, Tomas Venckunas, Marius Brazaitis, Stefano Gastaldello, Audrius Snieckus, Ner...",PMC7555371,Antioxidants,2020-09-17,https://doi.org/10.3390/antiox9090879,"Sprint interval training in elderly individuals was studied with and without antioxidant treatment. Antioxidants blunted training-induced cellular signaling changes in muscle, but did not affect performance outcomes."
Diclofenac Administration after Physical Training Blunts Adaptations of Peripheral Systems and Leads to Losses in Exercise Performance: In Vivo and In Silico Analyses,"Rômulo Pillon Barcelos, Frederico Diniz Lima, Aline Alves Courtes, Ingrid Kich da Silva, Jose Eduard...",PMC8389246,Antioxidants,2021-08-04,https://doi.org/10.3390/antiox10081246,"This study investigated diclofenac's impact on exercise adaptations in rats. Diclofenac blunted exercise-induced performance gains and tissue adaptations, despite reducing inflammation."
High-Dose Astaxanthin Supplementation Suppresses Antioxidant Enzyme Activity during Moderate-Intensity Swimming Training in Mice,"Yingsong Zhou, Julien S Baker, Xiaoping Chen, Yajun Wang, Haimin Chen, Gareth W Davison, Xiaojun Yan",PMC6627865,Nutrients,2019-05-31,https://doi.org/10.3390/nu11061244,High-dose astaxanthin supplementation was administered to mice undergoing swimming training. This supplementation suppressed antioxidant enzyme activity and downregulated Nrf2 signaling.
Housing temperature influences exercise training adaptations in mice,"Steffen H. Raun, Carlos Henriquez-Olguín, Iuliia Karavaeva, Mona Ali, Lisbeth L. V. Møller, Witold K...",PMC7096511,Nature Communications,2020-03-25,https://doi.org/10.1038/s41467-020-15311-y,"This study investigated how housing temperature affects exercise training adaptations in mice. Thermoneutral housing reduced exercise-induced improvements in insulin action, energy expenditure, and body composition, indicating training adaptations are temperature-dependent."
Exercise-Induced Oxidative Stress and Dietary Antioxidants,"Abbas Yavari, Maryam Javadi, Parvin Mirmiran, Zahra Bahadoran",PMC4393546,PMC,2015-02-20,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393546/,This review examined evidence on antioxidant supplementation and exercise-induced oxidative stress. A balanced diet rich in natural antioxidants is recommended over supplementation for athletes.
(–)-Epicatechin Supplementation Inhibits Aerobic Adaptations to Cycling Exercise in Humans,"Neil A. Schwarz, Zachary J. Blahnik, Srihari Prahadeeswaran, Sarah K. McKinley-Barnard, Shelley L. H...",PMC6308990,Frontiers in Nutrition,2018-12-21,https://doi.org/10.3389/fnut.2018.00132,"This study investigated if (–)-epicatechin supplementation enhances cycling training adaptations. The findings indicate that (–)-epicatechin supplementation inhibits aerobic adaptations, specifically peak VO2 and succinate dehydrogenase content, compared to a placebo."
Antioxidants and Sports Performance,"Vicente Javier Clemente-Suárez, Álvaro Bustamante-Sanchez, Juan Mielgo-Ayuso, Ismael Martínez-Guarda...",PMC10220679,biomedrxiv,2023-05-18,https://doi.org/10.3390/nu15102371,"This review analyzes the role of reactive oxygen species (ROS) and antioxidant responses in sports performance and training adaptations. ROS production during exercise significantly impacts performance, and antioxidants can aid recovery and performance."
Differences in the Pro/Antioxidative Status and Cellular Stress Response in Elderly Women after 6 Weeks of Exercise Training Supported by 1000 mg of Vitamin C Supplementation,"Małgorzata Żychowska, Ewa Sadowska-Krępa, Elisabetta Damiani, Luca Tiano, Ewa Ziemann, Alicja Nowak-...",PMC9599586,Biomedicines,2022-10-20,https://doi.org/10.3390/biomedicines10102641,This study examined the effects of exercise training with vitamin C supplementation on antioxidant status and cellular stress response in elderly women. Vitamin C supplementation increased oxidative stress markers and influenced minor changes in gene expression related to training adaptation.
Exercise performance and physiological responses: the potential role of redox imbalance,"Kavey Vidal, Nathaniel Robinson, Stephen J. Ives",PMC5392515,biomedrxiv,2017-03-31,https://doi.org/10.14814/phy2.13225,"This study investigated the effects of hyperoxia and an antioxidant cocktail on cycling performance and physiological responses. Ingesting an antioxidant cocktail impaired performance, ventilation, and economy, suggesting a disruption of redox balance."
Vitamin A Oral Supplementation Induces Oxidative Stress and Suppresses IL-10 and HSP70 in Skeletal Muscle of Trained Rats,"Lyvia Lintzmaier Petiz, Carolina Saibro Girardi, Rafael Calixto Bortolin, Alice Kunzler, Juciano Gas...",PMC5409692,Nutrients,2017-04-02,https://doi.org/10.3390/nu9040353,Vitamin A supplementation was studied in trained rats. It impaired exercise-induced antioxidant capacity and suppressed anti-inflammatory responses in skeletal muscle.
"Dietary thiols in exercise: oxidative stress defence, exercise performance, and adaptation","Yanita McLeay, Stephen Stannard, Stuart Houltham, Carlene Starck",PMC5408473,biomedrxiv,2017-04-27,https://doi.org/10.1186/s12970-017-0168-9,"This paper reviews dietary thiols, focusing on their role in exercise-induced oxidative stress defense and performance. It suggests that thiol donors, like keratin, may enhance antioxidant capacity and performance without negatively impacting training adaptations."
Impact of exercise training and supplemental oxygen on submaximal exercise performance in patients with COPD,"Daniel Neunhäuserer, Bernhard Reich, Barbara Mayr, Bernhard Kaiser, Bernd Lamprecht, David Niedersee...",PMC7984048,Scandinavian Journal of Medicine & Science in Sports,2020-11-20,https://doi.org/10.1111/sms.13870,"This study examined the effects of exercise training with and without supplemental oxygen on COPD patients' submaximal exercise performance. Exercise training improved exercise tolerance and capacity, with supplemental oxygen having minimal additional benefits."
Exercise-Induced Oxidative Stress and the Effects of Antioxidant Intake from a Physiological Viewpoint,"Takuji Kawamura, Isao Muraoka",PMC6162669,PMC,2018-09-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6162669/,"This review examines exercise-induced oxidative stress and the impact of antioxidant intake in healthy individuals. It finds that while exercise increases reactive oxygen species, antioxidant supplementation's effects are extensively studied but complex."
International Society of Sports Nutrition position stand: effects of dietary antioxidants on exercise and sports performance,Drew E. Gonzalez; Broderick L. Dickerson; Brandon M. Roberts; Jennifer A. Kurtz; Hunter S. Waldman; ...,PMC12915426,Journal of the International Society of Sports Nutrition,2026-02-17,https://doi.org/10.1080/15502783.2026.2629828,"Following a comprehensive review, the International Society of Sports Nutrition (ISSN) has developed an official position on the role of dietary antioxidants in exercise and sport. Antioxidants play a"
Impact of pre‐exercise feeding status on metabolic adaptations to endurance‐type exercise training,"Robert M. Edinburgh, Francoise Koumanov, Javier T. Gonzalez",PMC11497303,The Journal of Physiology,2021-01-27,https://doi.org/10.1113/JP280748,This study investigated how pre-exercise feeding status affects metabolic adaptations to endurance training. Performing exercise in a fasted state may enhance certain metabolic adaptations compared to exercising after nutrient ingestion.
Effect of endurance training and cinnamon supplementation on post-exercise oxidative responses in rats,"Gholamreza Dehghan, Mehrnoosh Shaghaghi, Afshar Jafari, Mustafa Mohammadi, Reza Badalzadeh",PMC5019312,Molecular Biology Research Communications,2014-12-01,,This study investigated the effects of endurance training and cinnamon supplementation on oxidative stress in rats after exhaustive exercise. The findings indicate that combining training and cinnamon supplementation offers the greatest protection against exercise-induced oxidative damage.
Acute exercise and oxidative stress: a 30 year history,"Kelsey Fisher-Wellman, Richard J Bloomer",PMC2642810,PMC,2009-01-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2642810/,"Acute exercise can induce oxidative stress, with its extent influenced by exercise and subject factors. This stress, however, appears to be a necessary stimulus for enhancing endogenous antioxidant defenses."
Astaxanthin supplementation enhances metabolic adaptation with aerobic training in the elderly,"Sophia Z. Liu, Ana P. Valencia, Matt P. VanDoren, Eric G. Shankland, Baback Roshanravan, Kevin E. Co...",PMC8191397,Physiological Reports,2021-06-10,https://doi.org/10.14814/phy2.14887,"Astaxanthin supplementation was studied alongside aerobic training in elderly adults to assess its impact on metabolic adaptation. The study found astaxanthin enhanced specific muscle endurance and fat oxidation, particularly in males."
Supplemental Oxygen during Exercise Training in Chronic Obstructive Pulmonary Disease,"SARA FAGGIAN, FRANCESCA BATTISTA, MARCO VECCHIATO, RICHARD CASABURI, MARGARETA EMTNER, NICOLA BORASI...",PMC12520020,Medicine and Science in Sports and Exercise,2025-11-01,https://doi.org/10.1249/MSS.0000000000003782,"This review examines supplemental oxygen's role in COPD exercise training. Supplemental oxygen may benefit specific patients and conditions, particularly with high-intensity training, to enhance exercise tolerance and adaptations."
Editorial: Exercise-induced oxidative stress and the role of antioxidants in sport and exercise,"Hannah J. Moir, Marcin Maciejczyk, Mateusz Maciejczyk, Felipe J. Aidar, Hamid Arazi",PMC10466035,Frontiers in Sports and Active Living,2023-08-15,https://doi.org/10.3389/fspor.2023.1269826,
Chronic CaMKII inhibition blunts the cardiac contractile response to exercise training,"Guri Kaurstad, Marcia N. Alves, Ole J. Kemi, Natale Rolim, Morten A. Høydal, Helene Wisløff, Tomas O...",PMC3258410,European Journal of Applied Physiology,2011-05-26,https://doi.org/10.1007/s00421-011-1994-0,"Chronic CaMKII inhibition was studied in mice undergoing exercise training. This inhibition blunted the improvement in cardiac contractile function typically seen with exercise, despite a paradoxical increase in maximal oxygen uptake."
"Exercise, oxidants, and antioxidants change the shape of the bell-shaped hormesis curve","Zsolt Radak, Kazunari Ishihara, Eva Tekus, Csaba Varga, Aniko Posa, Laszlo Balogh, Istvan Boldogh, E...",PMC5345970,biomedrxiv,2017-03-03,https://doi.org/10.1016/j.redox.2017.02.015,"This paper examines how exercise and antioxidant treatments affect the relationship between ROS and physiological function. It concludes that antioxidant timing relative to exercise intensity dictates whether function is attenuated or enhanced, and that fitness influences this response."
Ketone ester supplementation blunts overreaching symptoms during endurance training overload,"Chiel Poffé, Monique Ramaekers, Ruud Van Thienen, Peter Hespel",PMC6851819,The Journal of Physiology,2019-05-22,https://doi.org/10.1113/JP277831,Ketone ester supplementation was studied in endurance athletes undergoing training overload. This supplementation blunted overreaching symptoms and enhanced performance.
Effects of Resveratrol Supplementation and Exercise Training on Exercise Performance in Middle-Aged Mice,"Nai-Wen Kan, Chin-Shan Ho, Yen-Shuo Chiu, Wen-Ching Huang, Pei-Yu Chen, Yu-Tang Tung, Chi-Chang Huan...",PMC6273571,Molecules,2016-05-18,https://doi.org/10.3390/molecules21050661,This study investigated the combined effects of resveratrol supplementation and exercise training on middle-aged mice. The combination significantly improved muscle strength and endurance compared to individual interventions.
The Impact of Exercise Training and Supplemental Oxygen on Peripheral Muscles in Chronic Obstructive Pulmonary Disease: A Randomized Controlled Trial,"DANIEL NEUNHÄUSERER, MARTIN HUDELMAIER, DAVID NIEDERSEER, MARCO VECCHIATO, WOLFGANG WIRTH, EVA STEID...",PMC10662626,Medicine and Science in Sports and Exercise,2023-12-01,https://doi.org/10.1249/MSS.0000000000003268,"This study investigated the effects of exercise training with or without supplemental oxygen on peripheral muscles in COPD patients. Supplemental oxygen enhanced exercise training's impact on peak work rate and muscle cross-sectional area, suggesting it aids training adaptations."
Effect of carbohydrate–protein supplementation on endurance training adaptations,"Abdullah F. Alghannam, Iain Templeman, Joel E. Thomas, Dawid Jedrzejewski, Samuel Griffiths, Joseph ...",PMC7502056,European Journal of Applied Physiology,2020-08-05,https://doi.org/10.1007/s00421-020-04450-1,"This study investigated the effect of post-exercise carbohydrate-protein supplementation on endurance training adaptations in men and women. Post-exercise protein supplementation increased mTOR gene expression, but did not enhance improvements in maximal oxygen uptake compared to carbohydrate-only supplementation."
Antioxidants to Supplement or Not to Supplement That Is the Question,"Stanley Omaye, Nabil Elsayed",PMC4665397,Antioxidants,2012-09-25,https://doi.org/10.3390/antiox1010001,
"Training Enhances Immune Cells Mitochondrial Biosynthesis, Fission, Fusion, and Their Antioxidant Capabilities Synergistically with Dietary Docosahexaenoic Supplementation","Carla Busquets-Cortés, Xavier Capó, Miquel Martorell, Josep A. Tur, Antoni Sureda, Antoni Pons",PMC5028859,Oxidative Medicine and Cellular Longevity,2016-01-01,https://doi.org/10.1155/2016/8950384,Training and DHA supplementation increased mitochondrial proteins and activity in immune cells. This combined intervention enhanced mitochondrial function more than training alone.
"Oxidants, Antioxidants, and the Beneficial Roles of Exercise-Induced Production of Reactive Species","Elisa Couto Gomes, Albená Nunes Silva, Marta Rubino de Oliveira",PMC3372226,PMC,2012-01-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3372226/,This review examines reactive species produced during exercise and their impact on adaptation. Exercise-induced reactive species promote beneficial adaptations like angiogenesis and muscle growth.
Exercise Training and Vitamin C Supplementation Affects Ferritin mRNA in Leukocytes without Affecting Prooxidative/Antioxidative Balance in Elderly Women,"Małgorzata Żychowska, Agata Grzybkowska, Monika Wiech, Robert Urbański, Wanda Pilch, Anna Piotrowska...",PMC7554744,International Journal of Molecular Sciences,2020-09-05,https://doi.org/10.3390/ijms21186469,Exercise training with vitamin C supplementation decreased ferritin mRNA in elderly women's leukocytes. This intervention did not alter the prooxidative/antioxidative balance.
Creatine supplementation post-exercise does not enhance training-induced adaptations in middle to older aged males,"Matthew B. Cooke, Brian Brabham, Thomas W. Buford, Brian D. Shelmadine, Matthew McPheeters, Geoffrey...",PMC4019834,European Journal of Applied Physiology,2014-03-16,https://doi.org/10.1007/s00421-014-2866-1,This study investigated creatine supplementation post-exercise in older males undergoing resistance training. Creatine did not enhance training-induced gains in body composition or muscle strength compared to placebo.
The Synergistic Effects of Resveratrol combined with Resistant Training on Exercise Performance and Physiological Adaption,"Nai-Wen Kan, Mon-Chien Lee, Yu-Tang Tung, Chien-Chao Chiu, Chi-Chang Huang, Wen-Ching Huang",PMC6212981,Nutrients,2018-09-22,https://doi.org/10.3390/nu10101360,"This study investigated the combined effects of resveratrol and resistance training on exercise performance and physiological adaptations in mice. The combination showed synergistic benefits for grip strength, anaerobic capacity, and lactate levels, suggesting potential for improved health and physical activity."
"Supplementation with α-Lipoic Acid, CoQ10, and Vitamin E Augments Running Performance and Mitochondrial Function in Female Mice","Arkan Abadi, Justin D. Crane, Daniel Ogborn, Bart Hettinga, Mahmood Akhtar, Andrew Stokl, Lauren Mac...",PMC3614986,PLoS ONE,2013-01-01,https://doi.org/10.1371/journal.pone.0060722,"This study investigated the effects of an antioxidant cocktail on running performance and mitochondrial function in mice. The supplement improved performance and mitochondrial function in untrained female mice, but not in trained mice."
Lower vascular conductance responses to handgrip exercise are improved following acute antioxidant supplementation in young individuals with post‐traumatic stress disorder,"Jennifer B. Weggen, Ashley M. Darling, Aaron S. Autler, Austin C. Hogwood, Kevin P. Decker, Jacob Ri...",PMC11140166,Experimental Physiology,2024-05-06,https://doi.org/10.1113/EP091762,This study examined vascular responses to handgrip exercise in young individuals with PTSD. Antioxidant supplementation improved vascular conductance during exercise in the PTSD group.
"Combined effect of antioxidant supplementation and resistance training on oxidative stress markers, muscle and body composition in an elderly population",F. Bobeuf; M. Labonte; I.J. Dionne; Abdelouahed Khalil,PMC12878122,"The Journal of Nutrition, Health & Aging",2011-07-04,https://doi.org/10.1007/s12603-011-0097-2,"This study was aimed to examine the effect of vitamin C/E intake alone or combined with resistance training on antioxidant/pro-oxidant status, muscle strength and body composition in an elderly popula"
Skeletal muscle BMAL1 is necessary for transcriptional adaptation of local and peripheral tissues in response to endurance exercise training,"Mark R Viggars, Hannah E Berko, Stuart J Hesketh, Christopher A Wolff, Miguel A Gutierrez-Monreal, R...",PMC10614785,bioRxiv,2024-04-27,https://doi.org/10.1101/2023.10.13.562100,Skeletal muscle BMAL1's role in exercise response and training adaptation was studied in mice. Loss of muscle BMAL1 blunts acute exercise responses and significantly alters peripheral tissue adaptations to training.
The Antioxidant Role of Glutathione and N-Acetyl-Cysteine Supplements and Exercise-Induced Oxidative Stress,"Chad Kerksick, Darryn Willoughby",PMC2129149,Journal of the International Society of Sports Nutrition,2005-01-01,https://doi.org/10.1186/1550-2783-2-2-38,This paper examines the antioxidant roles of glutathione and N-acetyl-cysteine supplements in mitigating exercise-induced oxidative stress. These antioxidants may help maintain cellular function and DNA integrity by reducing oxidative damage.
Effect of exercise and antioxidant supplementation on cellular lipid peroxidation in elderly individuals: Systematic review and network meta-analysis,"Chunxia Ni, Yiyi Ji, Keke Hu, Kai Xing, Yining Xu, Yanan Gao",PMC9971974,Frontiers in Physiology,2023-02-14,https://doi.org/10.3389/fphys.2023.1113270,This systematic review and network meta-analysis examined exercise and antioxidant supplementation's effects on cellular lipid peroxidation in the elderly. A combination of aerobic and resistance exercise with placebo intake most effectively reduced lipid peroxidation.
Mitochondria-Targeted Antioxidants and Skeletal Muscle Function,"Sophie C. Broome, Jonathan S. T. Woodhead, Troy L. Merry",PMC6116009,biomedrxiv,2018-08-08,https://doi.org/10.3390/antiox7080107,"This review summarizes literature on mitochondria-targeted antioxidants and skeletal muscle function. These antioxidants show benefits for muscle capacity, insulin sensitivity, and age-related decline, but effects depend on the specific antioxidant used."
Pterostilbene Enhances Endurance Capacity via Promoting Skeletal Muscle Adaptations to Exercise Training in Rats,"Jiawei Zheng, Wujian Liu, Xiaohui Zhu, Li Ran, Hedong Lang, Long Yi, Mantian Mi, Jundong Zhu",PMC6982856,Molecules,2020-01-02,https://doi.org/10.3390/molecules25010186,"Pterostilbene (PST) was studied for its effects on skeletal muscle adaptations to exercise training in rats. PST supplementation enhanced exercise-induced improvements in endurance capacity by promoting slow-twitch fiber formation, angiogenesis, and mitochondrial biogenesis."
Antioxidative properties of phenolic compounds and their effect on oxidative stress induced by severe physical exercise,"Joanna Kruk, Basil Hassan Aboul-Enein, Ewa Duchnik, Mariola Marchlewicz",PMC10717775,PMC,2022-08-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10717775/,"This paper reviews phenolic compounds' antioxidant properties and their impact on exercise-induced oxidative stress. Phenolic compounds can reduce exercise-induced oxidative stress and inflammation, but their effect on physical performance is inconsistent."
Effects of Peanut Protein Supplementation on Resistance Training Adaptations in Younger Adults,"Casey L. Sexton, Morgan A. Smith, Kristen S. Smith, Shelby C. Osburn, Joshua S. Godwin, Bradley A. R...",PMC8621247,Nutrients,2021-11-09,https://doi.org/10.3390/nu13113981,Peanut protein supplementation was studied alongside resistance training in young adults. The supplement did not affect muscle protein synthesis or strength gains in males and females.
Cornu cervi pantotrichum  supplementation improves physiological adaptions during intensive endurance training,"Wen-Ching HUANG, Chi-Chang HUANG, Hsiao-Li CHUANG, Chien-Chao CHIU, Wen-Chyuan CHEN, Mei-Chich HSU",PMC5383196,The Journal of Veterinary Medical Science,2017-02-03,https://doi.org/10.1292/jvms.16-0623,"This study investigated the effects of Cornu cervi pantotrichum (CCP) supplementation on mice undergoing intensive endurance training. CCP supplementation improved physiological adaptations related to fatigue and energy consumption, and maintained fat composition compared to training alone."
Skeletal muscle BMAL1 is necessary for transcriptional adaptation of local and peripheral tissues in response to endurance exercise training,"Mark R. Viggars, Hannah E. Berko, Stuart J. Hesketh, Christopher A. Wolff, Miguel A. Gutierrez-Monre...",PMC11294728,Molecular Metabolism,2024-06-29,https://doi.org/10.1016/j.molmet.2024.101980,"Skeletal muscle BMAL1's role in exercise responses was studied using knockout mice and multi-omic analysis. Loss of muscle BMAL1 impairs acute exercise responses and alters training adaptations in muscle and peripheral tissues, potentially leading to inflammation."
Skeletal Muscle Redox Signaling in Health and Disease: From Molecular Mechanisms to Therapeutic Exercise Strategies,Hyeong Rok Yun; Manish Kumar Singh; Sunhee Han; Jyotsna S. Ranbhise; Hanjoon Seo; Sung Soo Kim; Insu...,PMC13295415,Antioxidants,2026-05-28,https://doi.org/10.3390/antiox15060678,Skeletal muscle plasticity is modulated by a delicate equilibrium between reactive oxygen species (ROS)-mediated signaling and oxidative distress. Although excessive oxidant accumulation impairs excit
