title,authors,id,source,date,url,abstract
"Effects of Resistance Training Combined with Vitamin D Supplementation on Health-Related Variables in the Elderly: Muscle Strength, Body Composition, and Inflammatory Status","Lorena Cristina Ribeiro da Rosa, Paulo de Tarso Veras Farinatti, Maria Izabel Ferreira Batista, Hile...",PMC12652358,International Journal of Environmental Research and Public Health,2025-11-10,https://doi.org/10.3390/ijerph22111695,"This study examined the effects of resistance training plus vitamin D supplementation on older adults. The combination did not improve strength, body composition, or inflammation more than resistance training alone."
Vitamin D 3  supplementation does not enhance the effects of resistance training in older adults,"Knut Sindre Mølmen, Daniel Hammarström, Karianne Pedersen, Anne Cecilie Lian Lie, Ragnvald B. Steile...",PMC8200443,"Journal of Cachexia, Sarcopenia and Muscle",2021-03-31,https://doi.org/10.1002/jcsm.12688,"This study investigated the effects of vitamin D3 supplementation on resistance training outcomes in older adults. Vitamin D3 supplementation did not enhance improvements in muscle strength, mass, or endurance compared to placebo."
Does Vitamin C and E Supplementation Impair the Favorable Adaptations of Regular Exercise?,"Michalis G. Nikolaidis, Chad M. Kerksick, Manfred Lamprecht, Steven R. McAnulty",PMC3425865,Oxidative Medicine and Cellular Longevity,2012-01-01,https://doi.org/10.1155/2012/707941,This study investigated whether vitamin C and E supplementation interferes with exercise adaptations. High doses of these vitamins are not recommended for exercising individuals due to conflicting evidence on their efficacy and potential harm.
The effect of combined resistance exercise training and vitamin D 3  supplementation on musculoskeletal health and function in older adults: a systematic review and meta-analysis,"Anneka Elizabeth Antoniak, Carolyn A Greig",PMC5541589,BMJ Open,2017-01-01,https://doi.org/10.1136/bmjopen-2016-014619,This systematic review evaluated combined resistance exercise and vitamin D supplementation in older adults. The combination significantly improved lower limb muscle strength compared to exercise alone.
Effects of Vitamin D3 Supplementation and Resistance Training on 25-Hydroxyvitamin D Status and Functional Performance of Older Adults: A Randomized Placebo-Controlled Trial,"Rudolf Aschauer, Sandra Unterberger, Patrick A. Zöhrer, Agnes Draxler, Bernhard Franzke, Eva-Maria S...",PMC8746949,Nutrients,2021-12-26,https://doi.org/10.3390/nu14010086,This study investigated the effects of vitamin D3 supplementation and resistance training on older adults. Vitamin D supplementation improved vitamin D status but did not enhance muscle performance or functional mobility beyond resistance training alone.
Can Low-Dose of Dietary Vitamin E Supplementation Reduce Exercise-Induced Muscle Damage and Oxidative Stress? A Meta-Analysis of Randomized Controlled Trials,"Myunghee Kim, Hyeyoon Eo, Josephine Gahyun Lim, Hyunjung Lim, Yunsook Lim",PMC9027756,Nutrients,2022-04-12,https://doi.org/10.3390/nu14081599,"This meta-analysis examined the effects of vitamin E supplementation on exercise-induced muscle damage. Low-dose vitamin E, especially under 500 IU, was found to reduce muscle damage, particularly in athletes."
Influence of combined vitamin D 3  supplementation and resistance exercise training on musculoskeletal health in older men and women (EXVITD): protocol for a randomised controlled trial,"Anneka Elizabeth Welford, Susan Lanham-New, Janet Lord, Alison Doyle, Julie Robinson, Peter Nighting...",PMC7202733,BMJ Open,2020-01-01,https://doi.org/10.1136/bmjopen-2019-033824,This randomized controlled trial investigates the effect of vitamin D3 supplementation combined with resistance exercise training on musculoskeletal health in older adults. The study aims to determine if this combination improves muscle function more than exercise training alone.
Vitamin D Supplementation Does Not Enhance Gains in Muscle Strength and Lean Body Mass or Influence Cardiorespiratory Fitness in Vitamin D-Insufficient Middle-Aged Men Engaged in Resistance Training,"Lauri Savolainen, Saima Timpmann, Martin Mooses, Evelin Mäestu, Luule Medijainen, Märt Lellsaar, Kri...",PMC11478703,Nutrients,2024-10-02,https://doi.org/10.3390/nu16193356,"This study investigated vitamin D supplementation's effect on resistance training outcomes in vitamin D-insufficient men. Vitamin D supplementation did not enhance muscle strength, lean body mass, or cardiorespiratory fitness gains."
The effects of antioxidant vitamin supplementation on resistance exercise induced lipid peroxidation in trained and untrained participants,"Peter E Viitala, Ian J Newhouse, Norm LaVoie, Christine Gottardo",PMC479696,Lipids in Health and Disease,2004-01-01,https://doi.org/10.1186/1476-511X-3-14,"This study investigated the impact of vitamin E supplementation on exercise-induced lipid peroxidation in trained and untrained individuals. Vitamin E supplementation did not reduce oxidative damage, and training status did not affect lipid peroxidation levels post-exercise."
Antioxidant Supplementation Impairs Changes in Body Composition Induced by Strength Training in Young Women,"MAURILIO T. DUTRA, SÁVIO ALEX, ALYSON F. SILVA, LEE E. BROWN, MARTIM BOTTARO",PMC6413849,International Journal of Exercise Science,2019-01-01,,This study examined the effects of strength training with antioxidant supplementation on body composition in young women. Antioxidant supplementation impaired strength training-induced gains in fat-free mass and reductions in fat mass.
Four months vitamin D supplementation to vitamin D insufficient individuals does not improve muscular strength: A randomized controlled trial,"Guri Grimnes, Julia Kubiak, Rolf Jorde",PMC6914329,PLoS ONE,2019-12-16,https://doi.org/10.1371/journal.pone.0225600,This study investigated the effect of vitamin D supplementation on muscle strength in vitamin D insufficient individuals. Four months of supplementation did not improve muscle strength compared to placebo.
Vitamin C and E supplementation and high intensity interval training induced changes in lipid profile and haematological variables of young males,"Surojit Sarkar, Swapan Kr Dey, Gouriprosad Datta, Amit Bandyopadhyay",PMC10323915,Sports Medicine and Health Science,2023-04-03,https://doi.org/10.1016/j.smhs.2023.03.006,This study investigated the effects of vitamin C and E supplementation on high-intensity interval training (HIIT) in young males. Supplementation protected against negative hematological changes and improved lipid profiles and explosive strength without affecting endurance.
"The role of resistance training and creatine supplementation on oxidative stress, antioxidant defense, muscle strength, and quality of life in older adults","Ehsan Amiri, Dariush Sheikholeslami-Vatani",PMC10189876,Frontiers in Public Health,2023-05-02,https://doi.org/10.3389/fpubh.2023.1062832,"Resistance training with creatine supplementation was studied in older adults. This intervention improved antioxidant defense, muscle strength, and quality of life, with creatine enhancing strength gains."
The Effects of Strength Training Combined with Vitamin C and E Supplementation on Skeletal Muscle Mass and Strength: A Systematic Review and Meta-Analysis,"Maurilio T. Dutra, Wagner Rodrigues Martins, Alexandre L. A. Ribeiro, Martim Bottaro",PMC6973181,biomedrxiv,2020-01-01,https://doi.org/10.1155/2020/3505209,This systematic review and meta-analysis examined studies on vitamin C and E supplementation combined with strength training. The findings suggest these supplements do not enhance muscle strength or mass and may even attenuate hypertrophy.
"Combined effect of antioxidant supplementation and resistance training on oxidative stress markers, muscle and body composition in an elderly population",F. Bobeuf; M. Labonte; I.J. Dionne; Abdelouahed Khalil,PMC12878122,"The Journal of Nutrition, Health & Aging",2011-07-04,https://doi.org/10.1007/s12603-011-0097-2,"This study was aimed to examine the effect of vitamin C/E intake alone or combined with resistance training on antioxidant/pro-oxidant status, muscle strength and body composition in an elderly popula"
Antioxidants and Exercise Performance: With a Focus on Vitamin E and C Supplementation,"Madalyn Riley Higgins, Azimeh Izadi, Mojtaba Kaviani",PMC7697466,biomedrxiv,2020-11-15,https://doi.org/10.3390/ijerph17228452,"This paper reviews antioxidant supplementation, specifically vitamins E and C, for exercise performance. Evidence suggests supplementation may hinder exercise adaptations and is generally not beneficial, except in specific circumstances."
Effect of high-dose vitamin C and E supplementation on muscle recovery and training adaptation: a mini review,Jooyoung Kim,PMC10440181,biomedrxiv,2023-06-01,https://doi.org/10.20463/pan.2023.0012,"This review examined high-dose vitamin C and E supplementation's effects on exercise-induced muscle recovery and training adaptation. Evidence suggests potential negative impacts on adaptation, with unclear benefits for recovery."
Do Antioxidant Vitamins Prevent Exercise-Induced Muscle Damage? A Systematic Review,"María Martinez-Ferran, Fabian Sanchis-Gomar, Carl J. Lavie, Giuseppe Lippi, Helios Pareja-Galeano",PMC7278664,PMC,2020-04-29,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278664/,This systematic review examined vitamin C and E supplementation's effects on exercise-induced muscle damage. The available data are not conclusive regarding whether these vitamins prevent muscle damage.
Prior exercise and antioxidant supplementation: effect on oxidative stress and muscle injury,"Richard J Bloomer, Michael J Falvo, Brian K Schilling, Webb A Smith",PMC2131751,Journal of the International Society of Sports Nutrition,2007-01-01,https://doi.org/10.1186/1550-2783-4-9,"This study investigated the effects of prior eccentric exercise and antioxidant supplementation on muscle injury and oxidative stress in resistance-trained men. Neither intervention, alone or combined, significantly reduced markers of muscle injury or oxidative stress."
Effect of vitamin D supplementation on upper and lower limb muscle strength and muscle power in athletes: A meta-analysis,"Lin Zhang, Minghui Quan, Zhen-Bo Cao",PMC6490896,PLoS ONE,2019-04-30,https://doi.org/10.1371/journal.pone.0215826,"This meta-analysis examined the effect of vitamin D supplementation on athlete muscle strength and power. Vitamin D supplementation positively impacted lower limb muscle strength, but not upper limb strength or muscle power."
Supplementation with Vitamins C and E and Exercise-Induced Delayed-Onset Muscle Soreness: A Systematic Review,"María F. Torre, María Martinez-Ferran, Néstor Vallecillo, Sergio L. Jiménez, Carlos Romero-Morales, ...",PMC7918905,PMC,2021-02-12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7918905/,This systematic review examined vitamin C and E supplementation's effect on exercise-induced muscle soreness. The evidence is insufficient to confirm these vitamins minimize delayed-onset muscle soreness.
The Effect of Nordic Walking Training Combined with Vitamin D Supplementation on Postural Control and Muscle Strength in Elderly People—A Randomized Controlled Trial,"Jan Mieszkowski, Bartłomiej Niespodziński, Andrzej Kochanowicz, Anna Gmiat, Krzysztof Prusik, Katarz...",PMC6164155,International Journal of Environmental Research and Public Health,2018-09-07,https://doi.org/10.3390/ijerph15091951,"This study investigated the combined effects of Nordic Walking intensity and Vitamin D supplementation on elderly women. High-intensity Nordic Walking improved Vitamin D and muscle strength, while moderate-intensity Nordic Walking showed similar Vitamin D benefits with higher supplementation, also increasing leg muscle mass."
"Vitamin C and E Treatment Blunts Sprint Interval Training–Induced Changes in Inflammatory Mediator-, Calcium-, and Mitochondria-Related Signaling in Recreationally Active Elderly Humans","Victoria L. Wyckelsma, Tomas Venckunas, Marius Brazaitis, Stefano Gastaldello, Audrius Snieckus, Ner...",PMC7555371,biomedrxiv,2020-09-17,https://doi.org/10.3390/antiox9090879,"Sprint interval training in elderly individuals was studied with and without antioxidant treatment. Antioxidants blunted training-induced cellular signaling changes in muscle, but did not affect performance outcomes."
Effects of daily vitamin D supplementation on respiratory muscle strength and physical performance in vitamin D-deficient COPD patients: a pilot trial,"Rachida Rafiq, Hendrik J Prins, Wim G Boersma, Johannes MA Daniels, Martin den Heijer, Paul Lips, Re...",PMC5584776,International Journal of Chronic Obstructive Pulmonary Disease,2017-01-01,https://doi.org/10.2147/COPD.S132117,This pilot trial investigated daily vitamin D supplementation in vitamin D-deficient COPD patients. Supplementation did not significantly improve respiratory muscle strength or physical performance after six months.
Effects of Insect Protein Supplementation during Resistance Training on Changes in Muscle Mass and Strength in Young Men,"Mathias T. Vangsoe, Malte S. Joergensen, Lars-Henrik L. Heckmann, Mette Hansen",PMC5872753,Nutrients,2018-03-10,https://doi.org/10.3390/nu10030335,This study investigated insect protein supplementation's effects on muscle mass and strength during resistance training. Insect protein did not show superior benefits compared to carbohydrate supplementation for muscle adaptations in young men.
Muscle-Related Effect of Whey Protein and Vitamin D 3  Supplementation Provided before or after Bedtime in Males Undergoing Resistance Training,"Yan Chen, Yiheng Liang, Hang Guo, Kun Meng, Junqiang Qiu, Dan Benardot",PMC9183069,Nutrients,2022-05-30,https://doi.org/10.3390/nu14112289,This study examined the effects of whey protein and vitamin D supplementation before or after sleep on muscle mass and strength during resistance training. Both supplementation timings led to significant improvements in muscle mass and hormones compared to a placebo.
Effects of free leucine supplementation and resistance training on muscle strength and functional status in older adults: a randomized controlled trial,"Joan Trabal, Maria Forga, Pere Leyes, Ferran Torres, Jordi Rubio, Esther Prieto, Andreu Farran-Codin...",PMC4403814,Clinical Interventions in Aging,2015-01-01,https://doi.org/10.2147/CIA.S75271,"This study investigated leucine supplementation with resistance training in older adults. Leucine supplementation, combined with resistance training, showed a greater positive effect on leg strength and some functional measures compared to resistance training alone."
Effects of ascorbic acid supplementation on oxidative stress markers in healthy women following a single bout of exercise,"Manita Yimcharoen, Suwatsin Kittikunnathum, Chawannut Suknikorn, Wichuda Nak-on, Petcharee Yeethong,...",PMC6341721,biomedrxiv,2019-01-21,https://doi.org/10.1186/s12970-019-0269-8,This study investigated ascorbic acid's effects on oxidative stress markers in women after exercise. Ascorbic acid improved antioxidant capacity but did not prevent exercise-induced muscle damage.
Human skeletal muscle ascorbate is highly responsive to changes in vitamin C intake and plasma concentrations 1 2 3,"Anitra C Carr, Stephanie M Bozonet, Juliet M Pullar, Jeremy W Simcock, Margreet CM Vissers",PMC3607654,PMC,2013-04-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3607654/,Skeletal muscle ascorbate levels were studied in response to vitamin C intake from kiwifruit. Muscle ascorbate concentrations significantly increased with intake and were more responsive than leukocytes.
"Effect of an herbal/botanical supplement on strength, balance, and muscle function following 12-weeks of resistance training: a placebo controlled study","Jonathan Furlong, Corey A Rynders, Mark Sutherlin, James Patrie, Frank I Katch, Jay Hertel, Arthur W...",PMC4047772,Journal of the International Society of Sports Nutrition,2014-01-01,https://doi.org/10.1186/1550-2783-11-23,"A 12-week resistance training program was studied with and without an herbal supplement. The supplement did not enhance strength, balance, or muscle function adaptations beyond those from training alone."
Collagen peptide supplementation in combination with resistance training improves body composition and increases muscle strength in elderly sarcopenic men: a randomised controlled trial,"Denise Zdzieblik, Steffen Oesser, Manfred W. Baumstark, Albert Gollhofer, Daniel König",PMC4594048,The British Journal of Nutrition,2015-10-28,https://doi.org/10.1017/S0007114515002810,"This study investigated collagen peptide supplementation alongside resistance training in elderly men with sarcopenia. Collagen peptide supplementation, combined with resistance training, significantly improved body composition and muscle strength more than placebo."
"Astaxanthin-, β-Carotene-, and Resveratrol-Rich Foods Support Resistance Training-Induced Adaptation","Aki Kawamura, Wataru Aoi, Ryo Abe, Yukiko Kobayashi, Masashi Kuwahata, Akane Higashi",PMC7830030,biomedrxiv,2021-01-14,https://doi.org/10.3390/antiox10010113,"This study investigated the effects of resistance training with nutrient-rich foods on muscle adaptation in men. Consuming foods rich in astaxanthin, β-carotene, and resveratrol enhanced strength and metabolic improvements from training."
Complex Effects of Vitamin E and Vitamin C Supplementation on  in Vitro  Neonatal Mononuclear Cell Responses to Allergens,"Heather J. H. Wassall, Graham Devereux, Anthony Seaton, Robert N. Barker",PMC3798907,Nutrients,2013-08-26,https://doi.org/10.3390/nu5093337,"This study examined how vitamin E and C supplementation affects neonatal immune cells' response to allergens. Vitamin E showed complex effects, sometimes reducing proliferation and other times increasing it, while vitamin C had varied impacts on cytokine production."
The effect of an acute antioxidant supplementation compared with placebo on performance and hormonal response during a high volume resistance training session,"James Ackerman, Tom Clifford, Lars R McNaughton, David J Bentley",PMC4234291,Journal of the International Society of Sports Nutrition,2014-01-01,https://doi.org/10.1186/1550-2783-11-10,An antioxidant supplement was compared to a placebo before a high-volume resistance training session. The antioxidant group showed improved muscle performance and a blunted growth hormone response.
Lower Dietary and Circulating Vitamin C in Middle- and Older-Aged Men and Women Are Associated with Lower Estimated Skeletal Muscle Mass,"Lucy N Lewis, Richard P G Hayhoe, Angela A Mulligan, Robert N Luben, Kay-Tee Khaw, Ailsa A Welch",PMC7549302,PMC,2020-10-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7549302/,This study examined the relationship between vitamin C intake and levels with skeletal muscle mass in middle-aged and older adults. Lower dietary and circulating vitamin C were associated with lower estimated skeletal muscle mass.
"Effects of 8 weeks of Xpand® 2X pre workout supplementation on skeletal muscle hypertrophy, lean body mass, and strength in resistance trained males","Ryan P Lowery, Jordan M Joy, Joshua E Dudeck, Eduardo Oliveira de Souza, Sean A McCleary, Shawn Well...",PMC3851572,Journal of the International Society of Sports Nutrition,2013-01-01,https://doi.org/10.1186/1550-2783-10-44,"This study investigated the effects of an 8-week pre-workout supplement on resistance-trained males. The supplement significantly increased bench press strength, lean body mass, and quadriceps muscle thickness compared to a placebo."
Effects of a combined protein and antioxidant supplement on recovery of muscle function and soreness following eccentric exercise,"Stephen J. Ives, Samuel Bloom, Alexs Matias, Noelle Morrow, Natalya Martins, Yookee Roh, Daniel Eben...",PMC5496333,PMC,2017-07-03,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5496333/,This study investigated the effects of combined protein and antioxidant supplementation on muscle recovery after eccentric exercise. The combined supplement improved muscle soreness more than protein or carbohydrate alone.
Antioxidants and Skeletal Muscle Performance: “Common Knowledge” vs. Experimental Evidence,"Andrés Hernández, Arthur Cheng, Håkan Westerblad",PMC3298958,PMC,2012-03-12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3298958/,This paper reviews experimental evidence on the effects of antioxidants on skeletal muscle performance. Findings suggest that common beliefs about antioxidant benefits may not be supported by scientific data and could potentially be harmful.
"Resistance-based training improves mitochondrial capacity and redox balance in aging adults, independent of polyphenol supplementation","Mathias Flensted-Jensen, Cecilie Moe Weinreich, Ann-Sofie Kleis-Olsen, Filip Hansen, Nadia Stenner S...",PMC12808611,Redox Biology,2025-12-17,https://doi.org/10.1016/j.redox.2025.103972,Resistance training improved mitochondrial capacity and redox balance in older adults. Polyphenol supplementation did not enhance these adaptations and may have altered some vitamin responses.
The effects of resistance training with or without peanut protein supplementation on skeletal muscle and strength adaptations in older individuals,"Donald A. Lamb, Johnathon H. Moore, Morgan A. Smith, Christopher G. Vann, Shelby C. Osburn, Bradley ...",PMC7734909,Journal of the International Society of Sports Nutrition,2020-12-14,https://doi.org/10.1186/s12970-020-00397-y,"This study investigated the effects of resistance training with or without peanut protein supplementation on muscle and strength in older adults. Peanut protein supplementation showed some benefits in muscle thickness and strength, but not overall body composition or acute muscle protein synthesis."
Modification of the Effect of Vitamin E Supplementation on the Mortality of Male Smokers by Age and Dietary Vitamin C,"Harri Hemilä, Jaakko Kaprio",PMC2661323,American Journal of Epidemiology,2009-04-15,https://doi.org/10.1093/aje/kwn413,"Vitamin E supplementation's effect on mortality in male smokers was examined. Its impact varied significantly by age and dietary vitamin C intake, suggesting heterogeneous effects in different population subgroups."
Resistance-Trained Individuals Are Less Susceptible to Oxidative Damage after Eccentric Exercise,"Ypatios Spanidis, Dimitrios Stagos, Christina Papanikolaou, Konstantina Karatza, Andria Theodosi, Ar...",PMC6079342,biomedrxiv,2018-01-01,https://doi.org/10.1155/2018/6857190,Resistance-trained individuals experienced less oxidative damage and had a stronger antioxidant profile after eccentric exercise compared to untrained individuals. This suggests training status significantly influences exercise-induced oxidative stress and recovery.
Redox correlation in muscle lengthening and immune response in eccentric exercise,"Feng He, Chia-Chen Chuang, Tingyang Zhou, Qing Jiang, Darlene A. Sedlock, Li Zuo",PMC6307742,biomedrxiv,2018-12-27,https://doi.org/10.1371/journal.pone.0208799,Eccentric exercise in mice and humans was studied for its effects on muscle function and immune cells. Antioxidant supplementation attenuated exercise-induced changes in anti-apoptotic proteins and may protect against muscle dysfunction.
VITADIAL “Does correction of 25 OH-VITAmin D with cholecalciferol supplementation increase muscle strength in hemoDIALysis patients?”: study protocol for a randomized controlled trial,"Stanislas Bataille, Nathalie Pedinielli, Elisa Carreno, Mathilde Prezelin-Reydit, Philippe Chauveau,...",PMC8146204,Trials,2021-05-25,https://doi.org/10.1186/s13063-021-05302-9,This study protocol outlines a randomized controlled trial investigating if cholecalciferol supplementation improves muscle strength in hemodialysis patients with low vitamin D. The primary finding will be whether this supplementation leads to increased muscle strength over six months.
Antioxidant Effects and Insulin Resistance Improvement of Chromium Combined with Vitamin C and E Supplementation for Type 2 Diabetes Mellitus,Ming-Hoang Lai,PMC2581761,Journal of Clinical Biochemistry and Nutrition,2008-11-01,https://doi.org/10.3164/jcbn.2008064,"This study investigated the effects of chromium, vitamin C, and E supplementation on type 2 diabetes patients. Combined supplementation significantly reduced oxidative stress and improved glucose metabolism."
The impact of nutritional intervention and resistance training on muscle strength and mass in healthy older adults—a comparative analysis,"Yongye Ma, Ruixiang Yan, Yueming Li, Duanying Li, Xiaoning Sun, Tao Chen, Xingyu Liu",PMC12400859,Frontiers in Nutrition,2025-08-18,https://doi.org/10.3389/fnut.2025.1640858,"This study compared nutritional interventions with resistance training in older adults. Protein supplementation combined with resistance training significantly improved muscle strength and mass, while creatine showed the most pronounced muscle mass gains."
Effect of Vitamins C and E Co-Supplementation on Serum C-Reactive Protein Level: A Systematic Review and Meta-Analysis of Randomized Controlled Trials,"Faezeh Fouladvand, Ebrahim Falahi, Omid Asbaghi, Amir Abbasnezhad",PMC7143019,biomedrxiv,2020-03-31,https://doi.org/10.3746/pnf.2020.25.1.1,"This systematic review and meta-analysis examined vitamin C and E co-supplementation's effect on C-reactive protein. Co-supplementation did not significantly impact CRP overall, but reduced it in those aged 30 and over."
Controversies of antioxidant vitamins supplementation in exercise: ergogenic or ergolytic effects in humans?,"Cainara Lins Draeger, Andréia Naves, Natália Marques, Ana Beatriz Baptistella, Renata Alves Carnauba...",PMC3975949,Journal of the International Society of Sports Nutrition,2014-01-01,https://doi.org/10.1186/1550-2783-11-4,"This commentary reviews recent studies on antioxidant vitamin supplementation and exercise-induced oxidative stress. Findings are controversial, with supplementation showing ergogenic, ergolytic, or no effects on physiological parameters and antioxidant enzyme activity."
"The Effect of Combined Vitamin C and Vitamin E Supplementation on Oxidative Stress Markers in Women with Endometriosis: A Randomized, Triple-Blind Placebo-Controlled Clinical Trial","Leila Amini, Razieh Chekini, Mohammad Reza Nateghi, Hamid Haghani, Tannaz Jamialahmadi, Thozhukat Sa...",PMC8172324,Pain Research & Management,2021-01-01,https://doi.org/10.1155/2021/5529741,This study investigated the effects of combined vitamin C and E supplementation on oxidative stress and pain in women with endometriosis. The supplementation significantly reduced oxidative stress markers and pelvic pain symptoms.
Antioxidant supplements and endurance exercise: Current evidence and mechanistic insights,"Shaun A. Mason, Adam J. Trewin, Lewan Parker, Glenn D. Wadley",PMC7284926,PMC,2020-02-20,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7284926/,"This review examines antioxidant supplements for endurance athletes. Most supplements lack evidence for performance enhancement, with some potentially hindering training adaptations."
Vitamin D supplementation and increased dairy protein intake do not affect muscle strength or physical function in healthy 6–8-year-old children: the  D-pro  randomized trial,"Line Thams, Lars G. Hvid, Nanna G. Stounbjerg, Jan C. Brønd, Christian Mølgaard, Camilla T. Damsgaar...",PMC9146815,European Journal of Nutrition,2022-05-28,https://doi.org/10.1007/s00394-022-02912-0,"This study investigated vitamin D and increased dairy protein intake's effects on children's muscle strength and physical function. Neither intervention, alone or combined, improved these measures in healthy children."
Vitamin C Is Essential for the Maintenance of Skeletal Muscle Functions,"Shoko Takisawa, Yuka Takino, Jaewon Lee, Shuichi Machida, Akihito Ishigami",PMC9312141,biomedrxiv,2022-06-23,https://doi.org/10.3390/biology11070955,"Long-term vitamin C deficiency was studied in male mice lacking VC synthesis, showing muscle atrophy and reduced physical ability. Vitamin C is essential for maintaining skeletal muscle function in both sexes."
