title,authors,id,source,date,url,abstract
Does Vitamin C and E Supplementation Impair the Favorable Adaptations of Regular Exercise?,"Michalis G. Nikolaidis, Chad M. Kerksick, Manfred Lamprecht, Steven R. McAnulty",PMC3425865,Oxidative Medicine and Cellular Longevity,2012-01-01,https://doi.org/10.1155/2012/707941,This study investigated whether vitamin C and E supplementation interferes with exercise adaptations. High doses of these vitamins are not recommended for exercising individuals due to conflicting evidence on their efficacy and potential harm.
Training for a (half‐)marathon: Training volume and longest endurance run related to performance and running injuries,"Tryntsje Fokkema, Ankie A.D.N. van Damme, Maarten W.J. Fornerod, Robert‐Jan de Vos, Sita M.A. Bierma...",PMC7496388,Scandinavian Journal of Medicine & Science in Sports,2020-06-03,https://doi.org/10.1111/sms.13725,"Training volume and longest endurance runs were studied in relation to marathon performance and injuries. Higher training volumes and longer endurance runs were associated with faster finish times, without an increased risk of injury."
Effects of Heavy Strength Training on Running Performance and Determinants of Running Performance in Female Endurance Athletes,"Olav Vikmoen, Truls Raastad, Olivier Seynnes, Kristoffer Bergstrøm, Stian Ellefsen, Bent R. Rønnesta...",PMC4783109,PLoS ONE,2016-03-08,https://doi.org/10.1371/journal.pone.0150799,This study examined the impact of adding strength training to endurance training in female athletes. Heavy strength training did not improve running performance or economy compared to endurance training alone.
Antioxidant supplements and endurance exercise: Current evidence and mechanistic insights,"Shaun A. Mason, Adam J. Trewin, Lewan Parker, Glenn D. Wadley",PMC7284926,PMC,2020-02-20,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7284926/,"This review examines antioxidant supplements for endurance athletes. Most supplements lack evidence for performance enhancement, with some potentially hindering training adaptations."
Effects of Endurance Training and Chlorogenic Acid on Oxidative and Nitrosative Stress Markers in Prediabetic Male Mice,"Sahar Ghasemi Pour, Sayyed M. Marandi",PMC11878644,International Journal of Preventive Medicine,2025-01-01,https://doi.org/10.4103/ijpvm.ijpvm_122_23,"Endurance training and chlorogenic acid were studied for their effects on oxidative and nitrosative stress in prediabetic mice. Both interventions improved antioxidant capacity, with endurance training reducing glutathione and chlorogenic acid increasing total antioxidant capacity."
Effects of vitamin C and E supplementation on endogenous antioxidant systems and heat shock proteins in response to endurance training,"Kristoffer T. Cumming, Truls Raastad, Geir Holden, Nasser E. Bastani, Damaris Schneeberger, Maria Pa...",PMC4254089,Physiological Reports,2014-10-01,https://doi.org/10.14814/phy2.12142,This study examined vitamin C and E supplementation's effects on antioxidant and heat shock protein systems during endurance training. Supplementation did not alter long-term training adaptations but increased acute exercise stress responses.
The effect of vitamin C on bronchoconstriction and respiratory symptoms caused by exercise: a review and statistical analysis,Harri Hemilä,PMC4363347,PMC,2014-11-27,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4363347/,Vitamin C was studied for its effects on exercise-induced bronchoconstriction and respiratory symptoms. It significantly reduced post-exercise lung function decline and the incidence of respiratory symptoms.
Effects of intermittent sprint and plyometric training on endurance running performance,"Danny Lum, Frankie Tan, Joel Pang, Tiago M. Barbosa",PMC6742614,Journal of Sport and Health Science,2016-08-17,https://doi.org/10.1016/j.jshs.2016.08.005,"This study compared intermittent sprint and plyometric training in endurance runners. Both methods improved 10-km performance and peak power, with a correlation between running performance and relative peak power."
Effect of high-dose vitamin C and E supplementation on muscle recovery and training adaptation: a mini review,Jooyoung Kim,PMC10440181,biomedrxiv,2023-06-01,https://doi.org/10.20463/pan.2023.0012,"This review examined high-dose vitamin C and E supplementation's effects on exercise-induced muscle recovery and training adaptation. Evidence suggests potential negative impacts on adaptation, with unclear benefits for recovery."
Performance and Submaximal Adaptations to Additional Speed-Endurance Training Vs. Continuous Moderate-Intensity Aerobic Training in Male Endurance Athletes,"Vincenzo Rago, Peter Krustrup, Magni Mohr",PMC9465764,Journal of Human Kinetics,2022-09-08,https://doi.org/10.2478/hukin-2022-0060,This study compared speed-endurance training (SET) with moderate-intensity training (MIT) in male endurance athletes. SET led to greater physiological demands and superior improvements in performance and running economy compared to MIT.
Human skeletal muscle ascorbate is highly responsive to changes in vitamin C intake and plasma concentrations 1 2 3,"Anitra C Carr, Stephanie M Bozonet, Juliet M Pullar, Jeremy W Simcock, Margreet CM Vissers",PMC3607654,PMC,2013-04-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3607654/,Skeletal muscle ascorbate levels were studied in response to vitamin C intake from kiwifruit. Muscle ascorbate concentrations significantly increased with intake and were more responsive than leukocytes.
Effects of exercise training with short‐duration intermittent hypoxia on endurance performance and muscle metabolism in well‐trained mice,Junichi Suzuki,PMC6643079,Physiological Reports,2019-07-21,https://doi.org/10.14814/phy2.14182,This study investigated the effects of intermittent hypoxia combined with exercise training on endurance in mice. Intermittent hypoxia enhanced endurance training and hybrid training by improving fatty acid and pyruvate oxidation.
Vitamin C Supplementation Slightly Improves Physical Activity Levels and Reduces Cold Incidence in Men with Marginal Vitamin C Status: A Randomized Controlled Trial,"Carol S. Johnston, Gillean M. Barkyoumb, Sara S. Schumacher",PMC4113757,Nutrients,2014-07-09,https://doi.org/10.3390/nu6072572,This study investigated vitamin C supplementation's effects on physical activity and colds in men with marginal vitamin C status. Supplementation slightly increased physical activity and reduced cold incidence and duration.
Effects of Plyometric Training on Explosive and Endurance Performance at Sea Level and at High Altitude,"David Cristóbal Andrade, Ana Rosa Beltrán, Cristian Labarca-Valenzuela, Oscar Manzo-Botarelli, Erwin...",PMC6191644,Frontiers in Physiology,2018-10-09,https://doi.org/10.3389/fphys.2018.01415,A 4-week plyometric training program improved explosive and endurance performance at sea level. This training also enhanced performance at high altitude compared to a control group.
Vitamin C and glutathione supplementation: a review of their additive effects on exercise performance,"Eunjoo Lee, Hun-Young Park, Sung-Woo Kim, Jisu Kim, Kiwon Lim",PMC10636510,PMC,2023-09-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10636510/,This review examined vitamin C and glutathione supplementation's effects on exercise performance. Combined supplementation's additive effects are anticipated but remain largely unexplored and require further study.
Endurance training of respiratory muscles improves cycling performance in fit young cyclists,"Paige Holm, Angela Sattler, Ralph F Fregosi",PMC419707,BMC Physiology,2004-01-01,https://doi.org/10.1186/1472-6793-4-9,Respiratory muscle endurance training was performed by fit cyclists. This training improved cycling performance and respiratory muscle endurance capacity.
Oligomerized lychee fruit extract (OLFE) and a mixture of vitamin C and vitamin E for endurance capacity in a double blind randomized controlled trial,"Seung Wan Kang, Seokyung Hahn, Jung-Kyu Kim, Seung-Min Yang, Byung-Joo Park, Sang Chul Lee",PMC3303472,Journal of Clinical Biochemistry and Nutrition,2012-03-01,https://doi.org/10.3164/jcbn.11-46,"Oligomerized lychee fruit extract (OLFE) and a vitamin C/E mixture were tested for endurance effects in exercising males. OLFE significantly improved running time and anaerobic threshold, while the vitamin mixture unexpectedly reduced VO2 max."
Temperate performance and metabolic adaptations following endurance training performed under environmental heat stress,"Ed Maunder, Daniel J. Plews, Gareth A. Wallis, Matthew J. Brick, Warren B. Leigh, Wee‐Leong Chang, C...",PMC8114151,Physiological Reports,2021-05-12,https://doi.org/10.14814/phy2.14849,Endurance training in 33°C versus 18°C was studied in trained males. Training in heat improved time-trial performance and mitochondrial citrate synthase activity more than training in temperate conditions.
Performance-Related Physiological and Haematological Changes During Pregnancy and Postpartum in a Well-Trained Cyclist Performing Endurance Training,"Nicki Winfield Almquist, Øyvind Sandbakk, Guro Strøm Solli",PMC9125089,Frontiers in Physiology,2022-05-09,https://doi.org/10.3389/fphys.2022.762950,"This case study tracked physiological and hematological changes in a trained cyclist during pregnancy and postpartum. Hematological values increased during pregnancy without a corresponding VO2peak rise, but training helped restore VO2peak and improve power postpartum."
Effects of Acute Vitamin C plus Vitamin E Supplementation on Exercise-Induced Muscle Damage in Runners: A Double-Blind Randomized Controlled Trial,"María Martínez-Ferrán, Víctor Cuadrado-Peñafiel, Juan Manuel Sánchez-Andreo, Marta Villar-Lucas, Món...",PMC9659095,Nutrients,2022-11-03,https://doi.org/10.3390/nu14214635,This study investigated if vitamin C and E supplementation reduces exercise-induced muscle damage in runners. The supplementation did not significantly improve muscle damage markers or performance compared to a placebo.
Early morning run-training results in enhanced endurance performance adaptations in mice,"Stuart J. Hesketh, Casey L. Sexton, Christopher A. Wolff, Mark R. Viggars, Karyn A. Esser",PMC10541096,bioRxiv,2023-09-19,https://doi.org/10.1101/2023.09.18.557933,Six weeks of endurance training in mice showed that morning training led to greater adaptation than afternoon training. This suggests morning exercise improves muscle clock alignment for better performance.
Vitamin C and E Supplementation Effects in Professional Soccer Players Under Regular Training,"Claudio C Zoppi, Rodrigo Hohl, Fernando C Silva, Fernanda L Lazarim, Joaquim MF Antunes Neto, Mirtes...",PMC2129167,Journal of the International Society of Sports Nutrition,2006-01-01,https://doi.org/10.1186/1550-2783-3-2-37,This study investigated vitamin C and E supplementation in professional soccer players during training. Supplementation reduced lipid peroxidation and muscle damage but did not improve performance.
EFFECTS OF L-ASCORBIC ACID AND ALPHA-TOCOPHEROL ON BIOCHEMICAL PARAMETERS OF SWIMMING-INDUCED OXIDATIVE STRESS IN SERUM OF GUINEA PIGS,"Marija Bursać-Mitrović, Dragan R. Milovanović, Radoslav Mitić, Danijela Jovanović, Miroslav Sovrlić,...",PMC5566150,biomedrxiv,2016-01-01,https://doi.org/10.21010/ajtcam.v13i4.5,"This study investigated the effects of L-ascorbic acid and alpha-tocopherol on biochemical markers of oxidative stress in guinea pigs after swimming. The vitamins demonstrated protective antioxidant activity, with combined treatments showing a synergistic effect."
Effect of temperature on fatty acid metabolism in skeletal muscle mitochondria of untrained and endurance-trained rats,"Jerzy A. Zoladz, Agnieszka Koziel, Izabela Broniarek, Andrzej M. Woyda-Ploszczyca, Karolina Ogrodna,...",PMC5726737,PLoS ONE,2017-12-12,https://doi.org/10.1371/journal.pone.0189456,"Skeletal muscle mitochondria from untrained and trained rats were studied at different temperatures to assess lipid fuel oxidation. Endurance training increased fatty acid oxidation capacity at all temperatures, with hyperthermia enhancing and hypothermia attenuating oxidation rates."
Alleviation of ascorbic acid-induced gastric high acidity by calcium ascorbate  in vitro  and  in vivo,"Joon-Kyung Lee, Sang-Hyuk Jung, Sang-Eun Lee, Joo-Hui Han, Eunji Jo, Hyun-Soo Park, Kyung-Sun Heo, D...",PMC5746510,The Korean Journal of Physiology & Pharmacology : Official Journal of the Korean Physiological Society and the Korean Society of Pharmacology,2018-01-01,https://doi.org/10.4196/kjpp.2018.22.1.35,"This study compared calcium ascorbate and ascorbic acid's effects on gastric acidity and bioavailability. Calcium ascorbate increased gastric pH and plasma concentrations, suggesting it mitigates ascorbic acid's side effects."
Short-Term High-Dose Vitamin C and E Supplementation Attenuates Muscle Damage and Inflammatory Responses to Repeated Taekwondo Competitions: A Randomized Placebo-Controlled Trial,"Chun-Chung Chou, Yu-Chi Sung, Glen Davison, Chung-Yu Chen, Yi-Hung Liao",PMC6097262,International Journal of Medical Sciences,2018-01-01,https://doi.org/10.7150/ijms.26340,"This study investigated the effects of vitamin C and E supplementation on elite Taekwondo athletes. Supplementation attenuated muscle damage, hemolysis, and inflammatory responses to repeated competitions."
Can supplementation with vitamin C and E alter physiological adaptations to strength training?,"Gøran Paulsen, Kristoffer T Cumming, Håvard Hamarsland, Elisabet Børsheim, Sveinung Berntsen, Truls ...",PMC4114441,"BMC Sports Science, Medicine and Rehabilitation",2014-01-01,https://doi.org/10.1186/2052-1847-6-28,High doses of vitamins C and E were tested for their effects on strength training adaptations in young and older men. Supplementation blunted adaptations in young men but showed potential benefits in older men.
Effects of Exercise Training under Hyperbaric Oxygen on Oxidative Stress Markers and Endurance Performance in Young Soccer Players: A Pilot Study,"Carlos Burgos, Carlos Henríquez-Olguín, David Cristóbal Andrade, Rodrigo Ramírez-Campillo, Oscar F. ...",PMC5204103,Journal of Nutrition and Metabolism,2016-01-01,https://doi.org/10.1155/2016/5647407,This pilot study investigated the effects of hyperbaric oxygen training on young soccer players. The training improved endurance performance without increasing oxidative stress markers.
Controversies of antioxidant vitamins supplementation in exercise: ergogenic or ergolytic effects in humans?,"Cainara Lins Draeger, Andréia Naves, Natália Marques, Ana Beatriz Baptistella, Renata Alves Carnauba...",PMC3975949,Journal of the International Society of Sports Nutrition,2014-01-01,https://doi.org/10.1186/1550-2783-11-4,"This commentary reviews recent studies on antioxidant vitamin supplementation and exercise-induced oxidative stress. Findings are controversial, with supplementation showing ergogenic, ergolytic, or no effects on physiological parameters and antioxidant enzyme activity."
The effect of almond consumption on elements of endurance exercise performance in trained athletes,"Muqing Yi, Jinde Fu, Lili Zhou, Hong Gao, Chenguang Fan, Jing Shao, Baohua Xu, Qirong Wang, Juntao L...",PMC4031978,Journal of the International Society of Sports Nutrition,2014-01-01,https://doi.org/10.1186/1550-2783-11-18,This study examined the effects of almond consumption on endurance exercise performance in trained athletes. Almonds improved cycling distance and enhanced carbohydrate utilization and oxygen efficiency during exercise compared to a placebo.
Changes in Endurance Performance in Young Athletes During Two Training Seasons,"Łukasz Tota, Marcin Maciejczyk, Ilona Pokora, Jerzy Cempla, Wanda Pilch, Tomasz Pałka",PMC4723163,Journal of Human Kinetics,2015-12-22,https://doi.org/10.1515/hukin-2015-0117,"This study tracked endurance performance in young runners over two training seasons. While the first season improved maximal oxygen uptake, the second season enhanced running economy with similar training loads."
Vitamin C deficiency causes muscle atrophy and a deterioration in physical performance,"Shoko Takisawa, Tomoko Funakoshi, Tomofumi Yatsu, Kisaburo Nagata, Toshiro Aigaki, Shuichi Machida, ...",PMC6426981,biomedrxiv,2019-03-20,https://doi.org/10.1038/s41598-019-41229-7,"This study investigated the effects of vitamin C deficiency on skeletal muscle in mice. Vitamin C deficiency leads to muscle atrophy and reduced physical performance, which can be reversed with supplementation."
Exercise performance and physiological responses: the potential role of redox imbalance,"Kavey Vidal, Nathaniel Robinson, Stephen J. Ives",PMC5392515,biomedrxiv,2017-03-31,https://doi.org/10.14814/phy2.13225,"This study investigated the effects of hyperoxia and an antioxidant cocktail on cycling performance and physiological responses. Ingesting an antioxidant cocktail impaired performance, ventilation, and economy, suggesting a disruption of redox balance."
Prolonged Heat Acclimation and Aerobic Performance in Endurance Trained Athletes,"C. Jacob Mikkelsen, Nicklas Junge, Jacob F. Piil, Nathan B. Morris, Laura Oberholzer, Christoph Sieb...",PMC6843002,Frontiers in Physiology,2019-11-01,https://doi.org/10.3389/fphys.2019.01372,This study investigated prolonged heat acclimation's effects on endurance cyclists' aerobic performance in cool conditions. Prolonged heat training did not improve aerobic power or time trial performance in cool weather compared to standard training.
Marginal Ascorbate Status (Hypovitaminosis C) Results in an Attenuated Response to Vitamin C Supplementation,"Anitra C. Carr, Juliet M. Pullar, Stephanie M. Bozonet, Margreet C. M. Vissers",PMC4924182,PMC,2016-06-03,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4924182/,This study analyzed vitamin C supplementation in individuals with low baseline levels. A 50 mg/day supplement was insufficient to restore adequate vitamin C status in these individuals.
Protein and the Adaptive Response With Endurance Training: Wishful Thinking or a Competitive Edge?,"Pim Knuiman, Maria T. E. Hopman, Conor Verbruggen, Marco Mensink",PMC5974122,Frontiers in Physiology,2018-05-23,https://doi.org/10.3389/fphys.2018.00598,"This perspective reviews the current evidence on protein's role in endurance training adaptations. While acute exercise may increase amino acid oxidation, the impact of dietary protein on endurance performance remains largely unproven."
Protective Role of Vitamin C Intake on Muscle Damage in Male Adolescents Performing Strenuous Physical Activity,"Shreef G. N. Gabrial, Marie-Christine R. Shakib, Gamal N. Gabrial",PMC6182534,Open Access Macedonian Journal of Medical Sciences,2018-09-25,https://doi.org/10.3889/oamjms.2018.337,"This study investigated vitamin C's effect on muscle damage in male adolescents during strenuous exercise. Vitamin C supplementation significantly reduced markers of muscle damage, oxidative stress, and inflammation."
Degradation of Patulin in Pear Juice and Apple Juice by Ascorbic Acid and the Combination of Ascorbic Acid and Ferrous Iron,"Xiaoyan Wei, Mengyao Du, Sung-Yong Hong, Ae-Son Om",PMC9696537,Toxins,2022-10-28,https://doi.org/10.3390/toxins14110737,"Ascorbic acid and its combination with ferrous iron were tested for patulin degradation in pear and apple juices. Ascorbic acid alone degraded patulin effectively, with the combination showing even higher degradation rates."
Targeted Metabolomics in High Performance Sports: Differences between the Resting Metabolic Profile of Endurance- and Strength-Trained Athletes in Comparison with Sedentary Subjects over the Course of a Training Year,"Mario Parstorfer, Gernot Poschet, Dorothea Kronsteiner, Kirsten Brüning, Birgit Friedmann-Bette",PMC10383823,Metabolites,2023-07-10,https://doi.org/10.3390/metabo13070833,"This study compared the resting metabolic profiles of endurance athletes, strength athletes, and sedentary individuals across a training year. Differences were found between groups, with specific metabolites varying throughout the year, particularly in strength athletes."
Potential harms of supplementation with high doses of antioxidants in athletes,"Shunchang Li, Babatunde Fasipe, Ismail Laher",PMC9241084,biomedrxiv,2022-06-11,https://doi.org/10.1016/j.jesf.2022.06.001,This paper reviews the use of high-dose antioxidant supplements by athletes. It concludes that these supplements may hinder beneficial training adaptations and potentially cause harm.
Influence of Interval Training Frequency on Time-Trial Performance in Elite Endurance Athletes,"Espen Tønnessen, Jonny Hisdal, Bent R. Ronnestad",PMC7246952,International Journal of Environmental Research and Public Health,2020-05-04,https://doi.org/10.3390/ijerph17093190,This study compared the effects of four short versus two longer interval training sessions weekly in elite endurance athletes. Two longer sessions per week led to greater improvements in time-trial performance and physiological adaptations than four shorter sessions.
Do Antioxidant Vitamins Prevent Exercise-Induced Muscle Damage? A Systematic Review,"María Martinez-Ferran, Fabian Sanchis-Gomar, Carl J. Lavie, Giuseppe Lippi, Helios Pareja-Galeano",PMC7278664,PMC,2020-04-29,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7278664/,This systematic review examined vitamin C and E supplementation's effects on exercise-induced muscle damage. The available data are not conclusive regarding whether these vitamins prevent muscle damage.
"Enhancing Supplemental Effects of Acute Natural Antioxidant Derived from Yeast Fermentation and Vitamin C on Sports Performance in Triathlon Athletes: A Randomized, Double-Blinded, Placebo-Controlled, Crossover Trial","Eunjoo Lee, Hun-Young Park, Sung-Woo Kim, Yerin Sun, Jae-Ho Choi, Jisoo Seo, Yanghoon Peter Jung, Ah...",PMC10421245,Nutrients,2023-07-26,https://doi.org/10.3390/nu15153324,"This study examined the effects of combined vitamin C and glutathione supplementation on middle-aged triathletes during exercise. The combination improved metabolic, skeletal muscle oxygenation, cardiac, and antioxidant functions compared to individual supplements or placebo."
The Effect of Two Speed Endurance Training Regimes on Performance of Soccer Players,"F. Marcello Iaia, Matteo Fiorenza, Enrico Perri, Giampietro Alberti, Grégoire P. Millet, Jens Bangsb...",PMC4578774,PLoS ONE,2015-09-22,https://doi.org/10.1371/journal.pone.0138096,"Two speed endurance training regimes were compared in young male soccer players. SEP training improved repeated sprint and intermittent exercise performance, while SEM training enhanced fatigue tolerance and speed maintenance."
The Effect of Vitamin C and E Supplementation on Muscle Damage and Oxidative Stress in Female Athletes: A Clinical Trial,"Maryam Taghiyar, Leila Darvishi, Gholamrez Askari, Awat Feizi, Mitra Hariri, Nafiseh Shokri Mashhadi...",PMC3665020,International Journal of Preventive Medicine,2013-04-01,,This study investigated vitamin C and E supplementation's effects on muscle damage and oxidative stress in female athletes. Results showed vitamin C and E supplementation reduced muscle damage and oxidative stress markers.
Upper-Body Muscular Endurance Training Improves Performance Following 50 min of Double Poling in Well-Trained Cross-Country Skiers,"Jørgen Børve, Steffen N. Jevne, Bjarne Rud, Thomas Losnegard",PMC5615216,Frontiers in Physiology,2017-09-22,https://doi.org/10.3389/fphys.2017.00690,Upper-body muscular endurance training was added to standard training for cross-country skiers. This training improved double poling performance and reduced oxygen cost during prolonged effort.
"The Effect of Vitamins C and E Supplementation on Muscle Damage, Performance, and Body Composition in Athlete Women: A Clinical Trial","Maryam Taghiyar, Reza Ghiasvand, Gholamreza Askari, Awat Feizi, Mitra Hariri, Nafiseh Shokri Mashhad...",PMC3665021,International Journal of Preventive Medicine,2013-04-01,,"This clinical trial examined the effects of vitamin C and E supplementation on muscle damage, performance, and body composition in trained female athletes over four weeks. The study found no significant improvements in any of these parameters due to the supplementation."
Sustained Endurance Training Leads to Metabolomic Adaptation,"Astrid Weiss, Katharina Alack, Stephan Klatt, Sven Zukunft, Ralph Schermuly, Torsten Frech, Frank-Ch...",PMC9323347,Metabolites,2022-07-16,https://doi.org/10.3390/metabo12070658,"This study compared the metabolomic profiles of endurance-trained and untrained individuals. Endurance training leads to distinct changes in phospholipids, acylcarnitines, bile acids, and polyunsaturated fatty acids at rest."
Prior exercise and antioxidant supplementation: effect on oxidative stress and muscle injury,"Richard J Bloomer, Michael J Falvo, Brian K Schilling, Webb A Smith",PMC2131751,Journal of the International Society of Sports Nutrition,2007-01-01,https://doi.org/10.1186/1550-2783-4-9,"This study investigated the effects of prior eccentric exercise and antioxidant supplementation on muscle injury and oxidative stress in resistance-trained men. Neither intervention, alone or combined, significantly reduced markers of muscle injury or oxidative stress."
Six Sessions of Sprint-Interval Training Did Not Improve Endurance and Neuromuscular Performance in Untrained Men,"Raphael Bertschinger, Louis-Solal Giboin, Markus Gruber",PMC7025594,Frontiers in Physiology,2020-01-28,https://doi.org/10.3389/fphys.2019.01578,Six sessions of sprint-interval training were administered to untrained men to assess endurance and neuromuscular performance. The training did not improve endurance or neuromuscular function compared to a control group.
The Road to Gold: Training and Peaking Characteristics in the Year Prior to a Gold Medal Endurance Performance,"Espen Tønnessen, Øystein Sylta, Thomas A. Haugen, Erlend Hem, Ida S. Svendsen, Stephen Seiler",PMC4096917,PLoS ONE,2014-01-01,https://doi.org/10.1371/journal.pone.0101796,"Elite endurance athletes trained approximately 800 hours annually, with 90% at low intensity. Training volume decreased before peaking, but high-intensity training remained stable, and tapering did not align with experimental recommendations."
"Acute vitamin C improves cardiac function, not exercise capacity, in adults with type 2 diabetes","Rebecca L. Scalzo, Timothy A. Bauer, Kylie Harrall, Kerrie Moreau, Cemal Ozemek, Leah Herlache, Shaw...",PMC5813393,Diabetology & Metabolic Syndrome,2018-02-14,https://doi.org/10.1186/s13098-018-0306-9,Acute vitamin C infusion was studied in adults with type 2 diabetes and healthy adults. Vitamin C improved diastolic cardiac function but did not affect exercise capacity or other measures of vascular function.
Performance-related physiological changes induced by one year of endurance training in young athletes,"Christina Mishica, Heikki Kyröläinen, Maarit Valtonen, Hans-Christer Holmberg, Vesa Linnamo",PMC10206302,Frontiers in Sports and Active Living,2023-05-10,https://doi.org/10.3389/fspor.2023.1149968,"Endurance training was studied in young cross-country skiers over one year. Ski-specific performance improved significantly, but maximal oxygen uptake did not, suggesting upper-body power was key."
"Vitamin C and E Treatment Blunts Sprint Interval Training–Induced Changes in Inflammatory Mediator-, Calcium-, and Mitochondria-Related Signaling in Recreationally Active Elderly Humans","Victoria L. Wyckelsma, Tomas Venckunas, Marius Brazaitis, Stefano Gastaldello, Audrius Snieckus, Ner...",PMC7555371,biomedrxiv,2020-09-17,https://doi.org/10.3390/antiox9090879,"Sprint interval training in elderly individuals was studied with and without antioxidant treatment. Antioxidants blunted training-induced cellular signaling changes in muscle, but did not affect performance outcomes."
The effects of antioxidant vitamin supplementation on resistance exercise induced lipid peroxidation in trained and untrained participants,"Peter E Viitala, Ian J Newhouse, Norm LaVoie, Christine Gottardo",PMC479696,Lipids in Health and Disease,2004-01-01,https://doi.org/10.1186/1476-511X-3-14,"This study investigated the impact of vitamin E supplementation on exercise-induced lipid peroxidation in trained and untrained individuals. Vitamin E supplementation did not reduce oxidative damage, and training status did not affect lipid peroxidation levels post-exercise."
