title,authors,id,source,date,url,abstract
"Protocol for a single-centre, parallel-group, randomised, controlled, superiority trial on the effects of time-restricted eating on body weight, behaviour and metabolism in individuals at high risk of type 2 diabetes: the REStricted Eating Time (RESET) study","Jonas S Quist, Marie M Jensen, Kim K B Clemmensen, Hanne Pedersen, Natasja Bjerre, Joachim Størling,...",PMC7451453,BMJ Open,2020-01-01,https://doi.org/10.1136/bmjopen-2020-037166,"This study investigates the effects of time-restricted eating on body weight, behavior, and metabolism in individuals at high risk for type 2 diabetes. The primary outcome is change in body weight after 3 months."
"Efficacy of Time-Restricted Eating and Behavioral Economic Intervention in Reducing Fasting Plasma Glucose, HbA1c, and Cardiometabolic Risk Factors in Patients with Impaired Fasting Glucose: A Randomized Controlled Trial","Unyaporn Suthutvoravut, Thunyarat Anothaisintawee, Suparee Boonmanunt, Sarunporn Pramyothin, Sukanya...",PMC10574576,Nutrients,2023-09-30,https://doi.org/10.3390/nu15194233,"This study compared time-restricted eating (TRE) with or without behavioral economics (BE) interventions against usual care for impaired fasting glucose patients. No significant differences were found between groups, but TRE showed benefits for those who adhered to the protocol."
"Effects of Early vs. Late Time-Restricted Eating on Cardiometabolic Health, Inflammation, and Sleep in Overweight and Obese Women: A Study Protocol for the ChronoFast Trial","Beeke Peters, Daniela A. Koppold-Liebscher, Bettina Schuppelius, Nico Steckhan, Andreas F. H. Pfeiff...",PMC8634676,Frontiers in Nutrition,2021-11-15,https://doi.org/10.3389/fnut.2021.765543,"This study protocol outlines a trial comparing early versus late time-restricted eating in overweight/obese women. The trial aims to determine which eating pattern better improves cardiometabolic health, inflammation, and sleep."
"Protocol for a 1‐year randomised, controlled, parallel group, open‐label trial on the effects and feasibility of time‐restricted eating in individuals with type 2 diabetes‐ The REStricted Eating Time in the treatment of type 2 diabetes ( RESET2 ) trial","Anne‐Ditte Termannsen, Annemarie Varming, Natasja Bjerre, Helena Z. Wodschow, Gitte S. Hansen, Nicol...",PMC12006552,Diabetic Medicine,2025-01-11,https://doi.org/10.1111/dme.15506,This paper describes the protocol for a one-year randomized trial investigating time-restricted eating (TRE) in type 2 diabetes. The trial aims to assess TRE's effects on glycaemic control and feasibility.
Time restricted eating as a weight loss intervention in adults with obesity,"Dunja Przulj, Daniella Ladmore, Katie Myers Smith, Anna Phillips-Waller, Peter Hajek",PMC7842957,PLoS ONE,2021-01-28,https://doi.org/10.1371/journal.pone.0246186,"This pilot study assessed adherence and effects of time-restricted eating (TRE) on weight and lipids in adults with obesity. TRE showed modest weight loss comparable to other interventions, with no significant impact on blood pressure or lipids."
The basis and design for time‐restricted eating compared with daily calorie restriction for weight loss and colorectal cancer risk reduction trial ( TRE‐CRC  trial),"Kelsey Gabel, Marian L. Fitzgibbon, Cemal Yazici, Peter Gann, Maria Sverdlov, Grace Guzman, Zhengjia...",PMC9691536,"Obesity (Silver Spring, Md.)",2022-11-01,https://doi.org/10.1002/oby.23579,"A randomized controlled trial compared 8-hour time-restricted eating (TRE) with daily calorie restriction (Cal-R) and a control group in adults with obesity and increased colorectal cancer (CRC) risk. The study will examine the effects of these interventions on weight, metabolic markers, and CRC risk."
Three weeks of time-restricted eating improves glucose homeostasis in adults with type 2 diabetes but does not improve insulin sensitivity: a randomised crossover trial,"Charlotte Andriessen, Ciarán E. Fealy, Anna Veelen, Sten M. M. van Beek, Kay H. M. Roumans, Niels J....",PMC9477920,Diabetologia,2022-07-25,https://doi.org/10.1007/s00125-022-05752-z,"Three weeks of time-restricted eating improved glucose homeostasis in adults with type 2 diabetes. However, it did not improve insulin sensitivity."
Effect of Time-Restricted Eating on Circulating Levels of IGF1 and Its Binding Proteins in Obesity: An Exploratory Analysis of a Randomized Controlled Trial,"Rand Talal Akasheh, Aparna Ankireddy, Kelsey Gabel, Mark Ezpeleta, Shuhao Lin, Chandra Mohan Tamatam...",PMC11510611,Nutrients,2024-10-14,https://doi.org/10.3390/nu16203476,"This study explored the effects of 4 and 6-hour time-restricted eating (TRE) on IGF1 and its binding proteins in individuals with obesity. TRE significantly reduced body weight and improved insulin sensitivity, but did not alter IGF1 or IGFBP3 levels."
Time-restricted eating for patients with diabetes and prediabetes: A systematic review,"Xiaoxiao Lin, Yihong Guan, Guomin Wu, Jinyu Huang, Shuai Wang",PMC9671354,Frontiers in Nutrition,2022-11-03,https://doi.org/10.3389/fnut.2022.1025919,"A systematic review analyzed seven studies on time-restricted eating for diabetes and prediabetes. Time-restricted eating appears safe and may improve weight, insulin sensitivity, and blood glucose."
"The impact of a self-selected time restricted eating intervention on eating patterns, sleep, and late-night eating in individuals with obesity","Stacey L. Simon, Jennifer Blankenship, Emily N. C. Manoogian, Satchidananda Panda, Douglas G. Mashek...",PMC9634110,Frontiers in Nutrition,2022-10-21,https://doi.org/10.3389/fnut.2022.1007824,A self-selected time-restricted eating intervention shifted meal timing and reduced late-night eating in individuals with obesity. This intervention was associated with longer sleep duration and improved eating patterns.
"Time-Restricted Eating Alters Food Intake Patterns, as Prospectively Documented by a Smartphone Application","Samar Malaeb, Tasma Harindhanavudhi, Katrina Dietsche, Nick Esch, Emily N. C. Manoogian, Satchidanan...",PMC7694329,Nutrients,2020-11-05,https://doi.org/10.3390/nu12113396,"This study examined how time-restricted eating (TRE) affects food intake patterns using a smartphone app. TRE significantly reduced eating occasions, snacks, and caffeinated beverages compared to baseline and a control group."
Early Time-Restricted Eating Reduces Weight and Improves Glycemic Response in Young Adults: A Pre-Post Single-Arm Intervention Study,"JinA Kim, YoonJu Song",PMC9889728,Obesity Facts,2023-01-01,https://doi.org/10.1159/000527838,"This study examined the effects of early time-restricted eating (TRE) on young adults. Early TRE, starting before noon, significantly reduced weight, fat mass, fasting glucose, fasting insulin, and triglycerides."
Effects of time-restricted eating with different eating windows on human metabolic health: pooled analysis of existing cohorts,"Zhongbiao Nie, Jiaming Xu, Yinchu Cheng, Zhihong Li, Ran Zhang, Wentao Zhang, Libo Zhao",PMC10594936,Diabetology & Metabolic Syndrome,2023-10-24,https://doi.org/10.1186/s13098-023-01190-y,"A network meta-analysis compared time-restricted eating (TRE) with different eating windows on metabolic health. No specific eating window showed significant metabolic advantages over others, suggesting similar benefits across various TRE durations."
Early time-restricted eating improves markers of cardiometabolic health but has no impact on intestinal nutrient absorption in healthy adults,"M. Alan Dawson, Susan N. Cheung, Michael R. La Frano, Ravinder Nagpal, Claire E. Berryman",PMC10829793,Cell Reports Medicine,2024-01-16,https://doi.org/10.1016/j.xcrm.2023.101363,"Early time-restricted eating improved cardiometabolic health markers in healthy adults. However, it did not affect intestinal nutrient absorption or gastrointestinal function."
Exploring Rates of Adherence and Barriers to Time-Restricted Eating,"Paul W. Jefcoate, M. Denise Robertson, Jane Ogden, Jonathan D. Johnston",PMC10223820,Nutrients,2023-05-16,https://doi.org/10.3390/nu15102336,"This study assessed adherence to a 5-week time-restricted eating (TRE) protocol and identified barriers. Objective and subjective adherence was around 63%, with work, social, and family life posing challenges."
Time-restricted eating improves health because of energy deficit and circadian rhythm: A systematic review and meta-analysis,"Yuwen Chang, Tingting Du, Xiangling Zhuang, Guojie Ma",PMC10865403,iScience,2024-01-26,https://doi.org/10.1016/j.isci.2024.109000,"This systematic review analyzed the effects of time-restricted eating (TRE) in humans with overweight or obesity. TRE resulted in modest weight loss and improved various metabolic markers, primarily due to energy deficit, with circadian alignment playing a secondary role."
The effects of time‐restricted eating and weight loss on bone metabolism and health: a 6‐month randomized controlled trial,"Maria Papageorgiou, Emmanuel Biver, Julie Mareschal, Nicholas Edward Phillips, Alexandra Hemmer, Emm...",PMC10092311,"Obesity (Silver Spring, Md.)",2022-10-14,https://doi.org/10.1002/oby.23577,This study compared time-restricted eating (TRE) to standard dietary advice for bone health in adults with metabolic syndrome. TRE showed bone-sparing effects compared to standard advice when weight loss occurred.
"Time-Restricted Eating and Sleep, Mood, and Quality of Life in Adults With Overweight or Obesity","Antonio Clavero-Jimeno, Manuel Dote-Montero, Jairo H. Migueles, Alba Camacho-Cardenosa, María Medran...",PMC12199060,JAMA Network Open,2025-06-25,https://doi.org/10.1001/jamanetworkopen.2025.17268,"This study analyzed the effects of early, late, or self-selected time-restricted eating windows on sleep, mood, and quality of life in adults with overweight or obesity. No significant differences were found between any time-restricted eating patterns and usual care for these outcomes."
Early Time-Restricted Eating Improves Weight Loss While Preserving Muscle: An 8-Week Trial in Young Women,"Zifu Yu, Takeshi Ueda",PMC11945196,Nutrients,2025-03-14,https://doi.org/10.3390/nu17061022,"An 8-week trial studied early, delayed, or no time-restricted eating in young women performing resistance training. Early time-restricted eating led to greater weight loss than delayed or no restrictions, without negatively impacting muscle gains."
"Comparing the influence of early and late time-restricted eating with energy restriction and energy restriction alone on cardiometabolic markers, metabolic hormones and appetite in adults with overweight/obesity: per-protocol analysis of a 3-month randomized clinical trial","Bernarda Habe, Tanja Črešnovar, Ana Petelin, Saša Kenig, Nina Mohorko, Zala Jenko Pražnikar",PMC12309031,Nutrition & Metabolism,2025-07-29,https://doi.org/10.1186/s12986-025-00984-3,This study compared early time-restricted eating plus energy restriction (eTRE+ER) with late time-restricted eating plus energy restriction (lTRE+ER) and energy restriction alone (ER).
Perspective: Time-Restricted Eating—Integrating the What with the When,"Evelyn B Parr, Brooke L Devlin, John A Hawley",PMC9156382,Advances in Nutrition,2022-05-01,https://doi.org/10.1093/advances/nmac015,This paper reviews time-restricted eating (TRE) interventions and their impact on health outcomes. It concludes that integrating knowledge of *what* is eaten with *when* it is eaten is crucial for optimizing TRE's metabolic health benefits.
Effect of Time-Restricted Eating on Sleep in Type 2 Diabetes,"Vasiliki Pavlou, Shuhao Lin, Sofia Cienfuegos, Mark Ezpeleta, Mary-Claire Runchey, Sarah Corapi, Kel...",PMC11356804,Nutrients,2024-08-17,https://doi.org/10.3390/nu16162742,"This study compared time-restricted eating (TRE) to calorie restriction and controls in adults with type 2 diabetes. TRE did not improve sleep quality, duration, or insomnia severity compared to the other groups."
"The Effects of Time-Restricted Eating versus Standard Dietary Advice on Weight, Metabolic Health and the Consumption of Processed Food: A Pragmatic Randomised Controlled Trial in Community-Based Adults","Nicholas Edward Phillips, Julie Mareschal, Nathalie Schwab, Emily N. C. Manoogian, Sylvie Borloz, Gi...",PMC8004978,Nutrients,2021-03-23,https://doi.org/10.3390/nu13031042,"This study examined the link between eating habits and metabolic health, and compared time-restricted eating (TRE) to standard dietary advice. TRE showed a small but significant weight loss compared to no change with standard advice, though the difference between groups was not significant."
Time-restricted eating plus calorie-restricted diet versus calorie-restricted diet in women with polycystic ovary syndrome,"Silan Zheng, Yun Chen, Xin Zheng, Danyan Ma, Xiaohong Yan, Jiayu Zhang, Changqin Liu",PMC12554142,iScience,2025-09-27,https://doi.org/10.1016/j.isci.2025.113654,This study compared an 8-hour time-restricted eating (TRE) diet with a calorie-restricted diet (CRD) in women with PCOS. The TRE group achieved greater weight loss and improved insulin resistance compared to the CRD group.
Time-restricted eating on weight loss: implications from the TREATY study,"Yan Huang, Deying Liu, Xueyun Wei, Chensihan Huang, Changwei Li, Huijie Zhang",PMC11749637,Life Medicine,2022-10-01,https://doi.org/10.1093/lifemedi/lnac017,
Effectiveness of isocaloric early time‐restricted eating on glucose metabolism in adults: A randomized controlled crossover trial,"Minfang Weng, Sisi Deng, Wei Xie, Yuqi Ma, Yeran Jia",PMC12146466,"Diabetes, Obesity & Metabolism",2025-04-11,https://doi.org/10.1111/dom.16399,
Effects of timing and eating duration of time restricted eating on metabolic outcomes: systematic review and network meta-analysis,"Yu-En Chen, Hui-Li Tsai, Yu-Kang Tu, Ling-Wei Chen",PMC12829361,BMJ Medicine,2026-01-01,https://doi.org/10.1136/bmjmed-2024-001071,This systematic review and network meta-analysis evaluated time-restricted eating's effects on metabolic health. Early time-restricted eating showed the most consistent benefits for anthropometric and glycaemic outcomes.
Time-Restricted Eating Improves Quality of Life Measures in Overweight Humans,"Ainslee Crose, Alison Alvear, Stephanie Singroy, Qi Wang, Emily Manoogian, Satchidananda Panda, Doug...",PMC8146708,Nutrients,2021-04-23,https://doi.org/10.3390/nu13051430,A randomized trial examined time-restricted eating (TRE) versus unrestricted eating in overweight individuals. TRE was associated with modest improvements in emotional health and perceived health changes.
Time-Restricted Eating Versus Daily Calorie Restriction: Effect on Sleep in Adults with Obesity over 12 Months,"Shuhao Lin, Sofia Cienfuegos, Mark Ezpeleta, Kelsey Gabel, Vasiliki Pavlou, Shaina J. Alexandria, Kr...",PMC11510029,Nutrients,2024-10-18,https://doi.org/10.3390/nu16203528,"This study compared time-restricted eating (TRE) and daily calorie restriction (CR) on sleep in adults with obesity. Neither TRE nor CR significantly improved sleep quality, duration, insomnia, or sleep apnea risk after 12 months."
Early Time-Restricted Feeding Reduces Appetite and Increases Fat Oxidation but Does Not Affect Energy Expenditure in Humans,"Eric Ravussin, Robbie A. Beyl, Eleonora Poggiogalle, Daniel S. Hsia, Courtney M. Peterson",PMC6658129,PMC,2019-05-02,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6658129/,Early time-restricted feeding (eTRF) was studied in overweight adults. eTRF reduced appetite and increased fat oxidation without changing 24-hour energy expenditure.
Feasibility and Cardiometabolic Effects of Time-Restricted Eating in Patients with Metabolic Syndrome,"Iwona Świątkiewicz, Jarosław Nuszkiewicz, Joanna Wróblewska, Małgorzata Nartowicz, Kamil Sokołowski,...",PMC11206952,Nutrients,2024-06-07,https://doi.org/10.3390/nu16121802,"A 12-week time-restricted eating (TRE) intervention was studied in Polish patients with metabolic syndrome. TRE was feasible and led to reduced eating window duration, weight, blood pressure, and improved glucose control."
Evaluating evidence regarding the efficacy of time-restricted eating for weight loss,David E. Most,PMC11236600,Frontiers in Nutrition,2024-06-27,https://doi.org/10.3389/fnut.2024.1428998,
A Smartphone Intervention to Promote Time Restricted Eating Reduces Body Weight and Blood Pressure in Adults with Overweight and Obesity: A Pilot Study,"Malini Prasad, Keenan Fine, Allen Gee, Nandini Nair, Collin J. Popp, Bin Cheng, Emily N. C. Manoogia...",PMC8308240,Nutrients,2021-06-23,https://doi.org/10.3390/nu13072148,"A smartphone intervention tested time-restricted eating (TRE) in adults with overweight/obesity. TRE significantly reduced body weight, waist circumference, and systolic blood pressure."
Effects of time-restricted eating with different eating duration on anthropometrics and cardiometabolic health: A systematic review and meta-analysis,"Mazuin Kamarul Zaman, Nur Islami Mohd Fahmi Teng, Sazzli Shahlan Kasim, Norsham Juliana, Mohammed Ab...",PMC10415860,World Journal of Cardiology,2023-07-26,https://doi.org/10.4330/wjc.v15.i7.354,"This systematic review and meta-analysis examined the effects of time-restricted eating (TRE) on anthropometrics and cardiometabolic health. TRE significantly reduced body weight and fat mass, but its impact varied based on the duration of the eating window."
Time–restricted eating alters the 24‐hour profile of adipose tissue transcriptome in men with obesity,"Lijun Zhao, Amy T. Hutchison, Bo Liu, Gary A. Wittert, Campbell H. Thompson, Leanne Nguyen, John Au,...",PMC10087528,"Obesity (Silver Spring, Md.)",2022-08-01,https://doi.org/10.1002/oby.23499,"This study examined how time-restricted eating affects 24-hour profiles of hormones, metabolites, and adipose tissue gene expression in men with obesity. Time-restricted eating restored rhythmic patterns in these factors, suggesting a mechanism for improved metabolic health."
A Delayed Morning and Earlier Evening Time-Restricted Feeding Protocol for Improving Glycemic Control and Dietary Adherence in Men with Overweight/Obesity: A Randomized Controlled Trial,"Evelyn B. Parr, Brooke L. Devlin, Bridget E. Radford, John A. Hawley",PMC7071240,biomedrxiv,2020-02-17,https://doi.org/10.3390/nu12020505,"A randomized controlled trial compared time-restricted feeding (TRF) with extended feeding in overweight/obese men. TRF improved nocturnal glycemic control and was positively perceived, despite some adherence challenges."
Time-restricted feeding: what we have done and what more we can do?,"Yuning Sun, Yuqian Ye, Yuqin He, Shaoyan Liu",PMC10282674,Hepatobiliary Surgery and Nutrition,2023-05-22,https://doi.org/10.21037/hbsn-23-246,
Effects of sleep restriction on glucose control and insulin secretion during diet-induced weight loss,"A. V. Nedeltcheva, J. G. Imperial, P. D. Penev",PMC3384766,"Obesity (Silver Spring, Md.)",2012-04-12,https://doi.org/10.1038/oby.2012.97,This study investigated the effects of sleep restriction on glucose control in overweight adults undergoing weight loss. Sleep restriction enhanced insulin economy without negatively impacting glucose homeostasis during dieting.
Time restricted EAting for Type 2 diabetes and MEtabolic health: The TEA TIME trial study protocol,Matthew Retnakaran; Vittória L. Lessa; Caroline K. Kramer,PMC12981477,biomedrxiv,2026-03-12,https://doi.org/10.1371/journal.pone.0343494,"This study protocol outlines a one-year randomized controlled trial to assess the durability of time-restricted eating (TRE) in improving metabolic health for individuals with type 2 diabetes. The trial will compare TRE (6-hour eating window daily) against standard recommendations, measuring pancreatic beta-cell function and insulin resistance over 52 weeks. Findings could establish TRE as a disease-modifying intervention for early type 2 diabetes."
Pilot Clinical Trial of Time-Restricted Eating in Patients with Metabolic Syndrome,"Iwona Świątkiewicz, Celestyna Mila-Kierzenkowska, Alina Woźniak, Karolina Szewczyk-Golec, Jarosław N...",PMC7911880,Nutrients,2021-01-24,https://doi.org/10.3390/nu13020346,This pilot trial investigated the feasibility and efficacy of 10-hour time-restricted eating in Polish adults with metabolic syndrome. The study aims to establish a framework for future large-scale trials by assessing cardiometabolic outcomes and behavioral rhythms.
"Time-Restricted Eating: Benefits, Mechanisms, and Challenges in Translation","Prashant Regmi, Leonie K. Heilbronn",PMC7262456,biomedrxiv,2020-05-15,https://doi.org/10.1016/j.isci.2020.101161,"This paper reviews time-restricted eating (TRE), a dietary approach that limits eating to a specific window each day. TRE demonstrates significant benefits for metabolic health, including weight loss and improved glucose tolerance, though implementation challenges exist."
Time Restricted Eating: A Dietary Strategy to Prevent and Treat Metabolic Disturbances,"Bettina Schuppelius, Beeke Peters, Agnieszka Ottawa, Olga Pivovarova-Ramich",PMC8387818,PMC,2021-08-12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8387818/,"This review examines how time-restricted eating affects glucose and lipid metabolism based on clinical trials. TRE shows promise for improving metabolic health, though results vary due to study design and participant differences."
"Efficacy of time-restricted eating and behavioural economic interventions in reducing fasting plasma glucose, HbA1c and cardiometabolic risk factors compared with time-restricted eating alone or usual care in patients with impaired fasting glucose: protocol for an open-label randomised controlled trial","Unyaporn Suthutvoravut, Thunyarat Anothaisintawee, Suparee Boonmanunt, Sarunporn Pramyothin, Arthit ...",PMC9490601,BMJ Open,2022-01-01,https://doi.org/10.1136/bmjopen-2021-058954,"This study will compare time-restricted eating (TRE) with behavioral economic interventions, TRE alone, and usual care in patients with impaired fasting glucose. The goal is to determine if TRE, especially with added behavioral support, improves cardiometabolic risk factors."
"Early Time-Restricted Feeding Improves 24-Hour Glucose Levels and Affects Markers of the Circadian Clock, Aging, and Autophagy in Humans","Humaira Jamshed, Robbie A. Beyl, Deborah L. Della Manna, Eddy S. Yang, Eric Ravussin, Courtney M. Pe...",PMC6627766,PMC,2019-05-30,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6627766/,"Early time-restricted feeding was studied in overweight adults. It improved 24-hour glucose levels and altered circadian clock, aging, and autophagy markers."
Exploring the effects of time-restricted eating on body weight and associated cardiometabolic outcomes in South African women living with HIV (TESSA): protocol for a randomised controlled trial,"Amy E Mendham, Julia H Goedecke, Lorena Heckens, Fatima Hoosen, Majken Lillholm Pico, Andre P Kengne...",PMC11624751,BMJ Open,2024-01-01,https://doi.org/10.1136/bmjopen-2024-086203,This study investigates the effects of time-restricted eating on body weight and cardiometabolic outcomes in South African women with HIV. The trial aims to determine if TRE improves these health markers over 12 months.
Study protocol for a randomized clinical trial to reduce weight among youth with obesity using time-restricted eating: the TRECO study,"Xiaoyan Shi, Peien Jiang, Penghao Wang, Xingwei Guo, Mengxuan Ye, Zhiying Jiang, Yan Chen, Tingjuan ...",PMC12781309,BMC Pediatrics,2025-12-03,https://doi.org/10.1186/s12887-025-06298-w,A randomized trial will compare 12-hour time-restricted eating (TRE) to caloric-restricted diets for weight loss in obese children. The study aims to determine TRE's short-term and long-term efficacy and adherence compared to standard treatment.
Two weeks of early time-restricted feeding (eTRF) improves skeletal muscle insulin and anabolic sensitivity in healthy men,"Robert Jones, Pardeep Pabla, Joanne Mallinson, Aline Nixon, Tariq Taylor, Andrew Bennett, Kostas Tsi...",PMC7528549,biomedrxiv,2020-10-01,https://doi.org/10.1093/ajcn/nqaa192,Two weeks of early time-restricted feeding was studied in healthy men. This intervention improved whole-body insulin sensitivity and skeletal muscle glucose and amino acid uptake.
The Effect of Time-Restricted Eating on Cardiometabolic Risk Factors: A Systematic Review and Meta-Analysis,"Krystalia Panagiotou, Garyfallia Stefanou, Georgia Kourlaba, Dimitrios Athanasopoulos, Penio Kassari...",PMC11547938,PMC,2024-10-30,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11547938/,"A systematic review and meta-analysis examined the effects of time-restricted eating (TRE) on cardiometabolic risk factors. TRE was found to be beneficial for weight loss and improving insulin, cholesterol, and LDL levels."
"Continuous Glucose Monitoring in Adolescents With Obesity: Monitoring of Glucose Profiles, Glycemic Excursions, and Adherence to Time Restricted Eating Programs","Monica N. Naguib, Elizabeth Hegedus, Jennifer K. Raymond, Michael I. Goran, Sarah-Jeanne Salvy, Choo...",PMC8914373,Frontiers in Endocrinology,2022-02-25,https://doi.org/10.3389/fendo.2022.841838,"This study assessed continuous glucose monitoring (CGM) feasibility and glycemic profiles in adolescents with obesity undergoing a time-restricted eating (TRE) pilot trial. CGM use was feasible and acceptable, but TRE did not significantly alter glycemic variability compared to a control group."
Time‐Restricted Eating Promotes Weight Loss and Favorable Changes in Adipose in Obesity: The TREAD Randomized Control Trial,Michael J. Wilkinson; Erika Padilla; Yuqi Wang; Sawye Raygani; Emily N. C. Manoogian; Kyla Laing; Kh...,PMC13306140,"Obesity (Silver Spring, Md.)",2026-06-02,https://doi.org/10.1002/oby.70228,"Examine time‐restricted eating (TRE) as a strategy to promote weight loss and cardiometabolic health in adults with obesity. TRE in obesity and ADipose Tissue (TREAD) was a single‐center 12‐week RCT, "
Circadian influences on glycemic control in 24-hr fasts initiated at different mealtimes,Elizabeth Z. Gipson; G. Chretienne Kang; Katelynn E. Hales; Dallin J. Kemp; Dane T. Jensen; Lance E....,PMC13124984,biomedrxiv,2026-04-15,https://doi.org/10.3389/fnut.2026.1779113,"Initiating a 24-hour fast in the afternoon, rather than morning or evening, resulted in better glycemic control and increased ketosis. These improvements were observed throughout the fast and after refeeding, independent of insulin and glucagon levels."
Health effects of the time-restricted eating in adults with obesity: A systematic review and meta-analysis,"Weiyi Chen, Xiaoli Liu, Lei Bao, Ping Yang, Huihui Zhou",PMC9979543,Frontiers in Nutrition,2023-02-16,https://doi.org/10.3389/fnut.2023.1079250,"This study systematically reviewed and meta-analyzed randomized controlled trials on time-restricted eating (TRE) in adults with obesity. TRE was found to significantly decrease body weight, fat mass, BMI, and diastolic blood pressure."
