title,authors,id,source,date,url,abstract
The Effect of Vitamin C and E Supplementation on Muscle Damage and Oxidative Stress in Female Athletes: A Clinical Trial,"Maryam Taghiyar, Leila Darvishi, Gholamrez Askari, Awat Feizi, Mitra Hariri, Nafiseh Shokri Mashhadi...",PMC3665020,International Journal of Preventive Medicine,2013-04-01,,This study investigated vitamin C and E supplementation's effects on muscle damage and oxidative stress in female athletes. Results showed vitamin C and E supplementation reduced muscle damage and oxidative stress markers.
"Effects of vitamins C and E supplementation combined with 12-week resistance training in older women with sarcopenia: A randomized, double-blind, placebo-controlled trial","Xu Liu, Bo Chen, Yutian Jin, Feiyan Zhong, Yunjuan Zhang, Yu Li, Yun Zhang, Runhong Cui, Bing Wu, Cu...",PMC12384908,Medicine,2025-08-22,https://doi.org/10.1097/MD.0000000000043976,"This study investigated the effects of combined vitamin C, E, and resistance training in older women with sarcopenia. Supplementation with vitamins C and E enhanced muscle mass and strength gains compared to placebo."
Antioxidant Supplementation Impairs Changes in Body Composition Induced by Strength Training in Young Women,"MAURILIO T. DUTRA, SÁVIO ALEX, ALYSON F. SILVA, LEE E. BROWN, MARTIM BOTTARO",PMC6413849,International Journal of Exercise Science,2019-01-01,,This study examined the effects of strength training with antioxidant supplementation on body composition in young women. Antioxidant supplementation impaired strength training-induced gains in fat-free mass and reductions in fat mass.
Exercise Training and Vitamin C Supplementation Affects Ferritin mRNA in Leukocytes without Affecting Prooxidative/Antioxidative Balance in Elderly Women,"Małgorzata Żychowska, Agata Grzybkowska, Monika Wiech, Robert Urbański, Wanda Pilch, Anna Piotrowska...",PMC7554744,International Journal of Molecular Sciences,2020-09-05,https://doi.org/10.3390/ijms21186469,Exercise training with vitamin C supplementation decreased ferritin mRNA in elderly women's leukocytes. This intervention did not alter the prooxidative/antioxidative balance.
Potential harms of supplementation with high doses of antioxidants in athletes,"Shunchang Li, Babatunde Fasipe, Ismail Laher",PMC9241084,PMC,2022-06-11,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241084/,This paper reviews the use of high-dose antioxidant supplements by athletes. It concludes that these supplements may hinder beneficial training adaptations and potentially cause harm.
"Supplementation with α-Lipoic Acid, CoQ10, and Vitamin E Augments Running Performance and Mitochondrial Function in Female Mice","Arkan Abadi, Justin D. Crane, Daniel Ogborn, Bart Hettinga, Mahmood Akhtar, Andrew Stokl, Lauren Mac...",PMC3614986,PLoS ONE,2013-01-01,https://doi.org/10.1371/journal.pone.0060722,"This study investigated the effects of an antioxidant cocktail on running performance and mitochondrial function in mice. The supplement improved performance and mitochondrial function in untrained female mice, but not in trained mice."
Antioxidants and Sports Performance,"Vicente Javier Clemente-Suárez, Álvaro Bustamante-Sanchez, Juan Mielgo-Ayuso, Ismael Martínez-Guarda...",PMC10220679,PMC,2023-05-18,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10220679/,"This review analyzes the role of reactive oxygen species (ROS) and antioxidant responses in sports performance and training adaptations. ROS production during exercise significantly impacts performance, and antioxidants can aid recovery and performance."
Influence of Vitamin C Supplementation on Oxidative Stress and Neutrophil Inflammatory Response in Acute and Regular Exercise,"Ljiljana M. Popovic, Nebojsa R. Mitic, Dijana Miric, Boban Bisevac, Mirjana Miric, Brankica Popovic",PMC4352897,Oxidative Medicine and Cellular Longevity,2015-01-01,https://doi.org/10.1155/2015/295497,This study investigated vitamin C's impact on oxidative stress and neutrophil inflammation from exercise. Vitamin C supplementation reduced exercise-induced lipid peroxidation but did not affect neutrophil inflammatory response.
Elevated hepcidin serum level in response to inflammatory and iron signals in exercising athletes is independent of moderate supplementation with vitamin C and E,"Víctor Díaz, Ana B Peinado, Laura Barba-Moreno, Sandro Altamura, Javier Butragueño, Marcela González...",PMC4562561,Physiological Reports,2015-08-01,https://doi.org/10.14814/phy2.12475,"This study investigated hepcidin levels in athletes after exercise. Hepcidin remained elevated despite vitamin C and E supplementation, indicating these vitamins do not alter the response to inflammatory and iron signals."
A Comparison of the Antioxidant Effects Between Hydrogen Gas Inhalation and Vitamin C Supplementation in Response to a 60-Min Treadmill Exercise in Rat Gastrocnemius Muscle,"Li Chaoqun, Zhao Yuqi, Zhou Shi, Yu Zhenghui, Wen Li",PMC8551389,Frontiers in Physiology,2021-10-14,https://doi.org/10.3389/fphys.2021.745194,"Hydrogen gas inhalation and vitamin C were compared for their antioxidant effects on rat gastrocnemius muscle after treadmill exercise. Hydrogen gas reduced oxidative stress without blunting mitochondrial biogenesis signals, unlike vitamin C."
"Vitamin C, A and E supplementation decreases the expression of  HSPA1A  and  HSPB1  genes in the leukocytes of young polish figure skaters during a 10-day training camp","Małgorzata Żychowska, Zbigniew Jastrzębski, Grzegorz Chruściński, Monika Michałowska–Sawczyn, Alicja...",PMC4342201,Journal of the International Society of Sports Nutrition,2015-02-11,https://doi.org/10.1186/s12970-015-0069-8,"This study examined the effect of vitamin A, C, and E supplementation on gene expression in young figure skaters during a training camp. Supplementation significantly decreased the expression of stress-related genes HSPA1A and HSPB1 in leukocytes."
Antioxidants and Skeletal Muscle Performance: “Common Knowledge” vs. Experimental Evidence,"Andrés Hernández, Arthur Cheng, Håkan Westerblad",PMC3298958,PMC,2012-03-12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3298958/,This paper reviews experimental evidence on the effects of antioxidants on skeletal muscle performance. Findings suggest that common beliefs about antioxidant benefits may not be supported by scientific data and could potentially be harmful.
Effects of vitamin E supplementation on renal non-enzymatic antioxidants in young rats submitted to exhaustive exercise stress,"Sérvio A Bucioli, Luiz Carlos de Abreu, Vitor E Valenti, Claudio Leone, Helio Vannucchi",PMC3306763,BMC Complementary and Alternative Medicine,2011-01-01,https://doi.org/10.1186/1472-6882-11-133,This study investigated vitamin E's effects on renal antioxidants in young rats undergoing exhaustive exercise. Vitamin E supplementation significantly reduced oxidative stress markers and increased antioxidant levels in the kidneys.
"Resistance-based training improves mitochondrial capacity and redox balance in aging adults, independent of polyphenol supplementation","Mathias Flensted-Jensen, Cecilie Moe Weinreich, Ann-Sofie Kleis-Olsen, Filip Hansen, Nadia Stenner S...",PMC12808611,Redox Biology,2025-12-17,https://doi.org/10.1016/j.redox.2025.103972,Resistance training improved mitochondrial capacity and redox balance in older adults. Polyphenol supplementation did not enhance these adaptations and may have altered some vitamin responses.
Vitamin A Oral Supplementation Induces Oxidative Stress and Suppresses IL-10 and HSP70 in Skeletal Muscle of Trained Rats,"Lyvia Lintzmaier Petiz, Carolina Saibro Girardi, Rafael Calixto Bortolin, Alice Kunzler, Juciano Gas...",PMC5409692,Nutrients,2017-04-02,https://doi.org/10.3390/nu9040353,Vitamin A supplementation was studied in trained rats. It impaired exercise-induced antioxidant capacity and suppressed anti-inflammatory responses in skeletal muscle.
Vitamin C and E supplementation and high intensity interval training induced changes in lipid profile and haematological variables of young males,"Surojit Sarkar, Swapan Kr Dey, Gouriprosad Datta, Amit Bandyopadhyay",PMC10323915,Sports Medicine and Health Science,2023-04-03,https://doi.org/10.1016/j.smhs.2023.03.006,This study investigated the effects of vitamin C and E supplementation on high-intensity interval training (HIIT) in young males. Supplementation protected against negative hematological changes and improved lipid profiles and explosive strength without affecting endurance.
Exercise Training and Skeletal Muscle Antioxidant Enzymes: An Update,"Scott K. Powers, Erica Goldstein, Matthew Schrager, Li Li Ji",PMC9854578,PMC,2022-12-25,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9854578/,"This review summarizes how endurance, interval, and resistance exercise training increase skeletal muscle antioxidant enzymes. This upregulation protects against exercise-induced oxidative damage, potentially delaying fatigue and improving performance."
Can Low-Dose of Dietary Vitamin E Supplementation Reduce Exercise-Induced Muscle Damage and Oxidative Stress? A Meta-Analysis of Randomized Controlled Trials,"Myunghee Kim, Hyeyoon Eo, Josephine Gahyun Lim, Hyunjung Lim, Yunsook Lim",PMC9027756,Nutrients,2022-04-12,https://doi.org/10.3390/nu14081599,"This meta-analysis examined the effects of vitamin E supplementation on exercise-induced muscle damage. Low-dose vitamin E, especially under 500 IU, was found to reduce muscle damage, particularly in athletes."
The effect of an acute antioxidant supplementation compared with placebo on performance and hormonal response during a high volume resistance training session,"James Ackerman, Tom Clifford, Lars R McNaughton, David J Bentley",PMC4234291,Journal of the International Society of Sports Nutrition,2014-01-01,https://doi.org/10.1186/1550-2783-11-10,An antioxidant supplement was compared to a placebo before a high-volume resistance training session. The antioxidant group showed improved muscle performance and a blunted growth hormone response.
An Overview of Physical Exercise and Antioxidant Supplementation Influences on Skeletal Muscle Oxidative Stress,"Shima Taherkhani, Kosar Valaei, Hamid Arazi, Katsuhiko Suzuki",PMC8532825,PMC,2021-09-27,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8532825/,"This paper reviews how exercise and antioxidant supplements affect skeletal muscle oxidative stress. Findings are paradoxical due to varied study designs, necessitating further research."
Short-Term High-Dose Vitamin C and E Supplementation Attenuates Muscle Damage and Inflammatory Responses to Repeated Taekwondo Competitions: A Randomized Placebo-Controlled Trial,"Chun-Chung Chou, Yu-Chi Sung, Glen Davison, Chung-Yu Chen, Yi-Hung Liao",PMC6097262,International Journal of Medical Sciences,2018-01-01,https://doi.org/10.7150/ijms.26340,"This study investigated the effects of vitamin C and E supplementation on elite Taekwondo athletes. Supplementation attenuated muscle damage, hemolysis, and inflammatory responses to repeated competitions."
Effect of vitamin E (Tri E ® ) on antioxidant enzymes and DNA damage in rats following eight weeks exercise,"Noor Aini Abd Hamid, Mohd A Hasrul, Rusdiah J Ruzanna, Ibrahim A Ibrahim, Prasamit S Baruah, Musalma...",PMC3107782,Nutrition Journal,2011-01-01,https://doi.org/10.1186/1475-2891-10-37,"This study investigated the effects of vitamin E supplementation on antioxidant enzymes and DNA damage in rats undergoing exercise. Vitamin E supplementation reduced DNA damage in exercising rats, likely due to enhanced antioxidant defense."
"Antioxidants and Exercise: A Redox-Informed Framework for Training Adaptation, Performance, and Recovery",Dan Cristian Mănescu; Andrei Tudor; Andreea Maria Mănescu; Iulius Radulian Mărgărit; Cătălin Octavia...,PMC13113188,biomedrxiv,2026-04-07,https://doi.org/10.3390/antiox15040456,"Antioxidants can hinder training adaptations by blunting exercise-induced signals. However, certain food-derived antioxidants may aid recovery without impairing gains. A framework called Redox-Adaptive Periodization is proposed to optimize antioxidant use based on training goals."
Exhaustive exercise and vitamins C and E modulate thyroid hormone levels at low and high altitudes,"Fahaid Al-Hashem, Mahmoud Alkhateeb, Bahjat Al-Ani, Hussein Sakr, Mohammad Khalil",PMC4983714,EXCLI Journal,2012-08-20,,"Exhaustive exercise and vitamin C/E supplementation were studied in rats at low and high altitudes. The study found that exercise and antioxidants increased thyroid hormones, with reduced T4 to T3 conversion."
"Enhancing Supplemental Effects of Acute Natural Antioxidant Derived from Yeast Fermentation and Vitamin C on Sports Performance in Triathlon Athletes: A Randomized, Double-Blinded, Placebo-Controlled, Crossover Trial","Eunjoo Lee, Hun-Young Park, Sung-Woo Kim, Yerin Sun, Jae-Ho Choi, Jisoo Seo, Yanghoon Peter Jung, Ah...",PMC10421245,PMC,2023-07-26,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10421245/,"This study examined the effects of combined vitamin C and glutathione supplementation on middle-aged triathletes during exercise. The combination improved metabolic, skeletal muscle oxygenation, cardiac, and antioxidant functions compared to individual supplements or placebo."
Enhanced Antioxidative Defense by Vitamins C and E Consumption Prevents 7-Day High-Salt Diet-Induced Microvascular Endothelial Function Impairment in Young Healthy Individuals,"Lidija Barić, Ines Drenjančević, Martina Mihalj, Anita Matić, Marko Stupin, Luka Kolar, Zrinka Mihal...",PMC7141509,Journal of Clinical Medicine,2020-03-20,https://doi.org/10.3390/jcm9030843,This study investigated if vitamins C and E prevent high-salt diet-induced microvascular dysfunction in healthy individuals. The findings show these vitamins prevented the diet's negative effects on endothelial function by mitigating oxidative stress.
Exercise-Induced Oxidative Stress and the Effects of Antioxidant Intake from a Physiological Viewpoint,"Takuji Kawamura, Isao Muraoka",PMC6162669,PMC,2018-09-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6162669/,"This review examines exercise-induced oxidative stress and the impact of antioxidant intake in healthy individuals. It finds that while exercise increases reactive oxygen species, antioxidant supplementation's effects are extensively studied but complex."
Exercise-Induced Oxidative Stress and Dietary Antioxidants,"Abbas Yavari, Maryam Javadi, Parvin Mirmiran, Zahra Bahadoran",PMC4393546,PMC,2015-02-20,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4393546/,This review examined evidence on antioxidant supplementation and exercise-induced oxidative stress. A balanced diet rich in natural antioxidants is recommended over supplementation for athletes.
Creatine supplementation post-exercise does not enhance training-induced adaptations in middle to older aged males,"Matthew B. Cooke, Brian Brabham, Thomas W. Buford, Brian D. Shelmadine, Matthew McPheeters, Geoffrey...",PMC4019834,PMC,2014-03-16,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4019834/,This study investigated creatine supplementation post-exercise in older males undergoing resistance training. Creatine did not enhance training-induced gains in body composition or muscle strength compared to placebo.
Antioxidative properties of phenolic compounds and their effect on oxidative stress induced by severe physical exercise,"Joanna Kruk, Basil Hassan Aboul-Enein, Ewa Duchnik, Mariola Marchlewicz",PMC10717775,PMC,2022-08-05,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10717775/,"This paper reviews phenolic compounds' antioxidant properties and their impact on exercise-induced oxidative stress. Phenolic compounds can reduce exercise-induced oxidative stress and inflammation, but their effect on physical performance is inconsistent."
Vitamin D 3  supplementation does not enhance the effects of resistance training in older adults,"Knut Sindre Mølmen, Daniel Hammarström, Karianne Pedersen, Anne Cecilie Lian Lie, Ragnvald B. Steile...",PMC8200443,"Journal of Cachexia, Sarcopenia and Muscle",2021-03-31,https://doi.org/10.1002/jcsm.12688,"This study investigated the effects of vitamin D3 supplementation on resistance training outcomes in older adults. Vitamin D3 supplementation did not enhance improvements in muscle strength, mass, or endurance compared to placebo."
Oligomerized lychee fruit extract (OLFE) and a mixture of vitamin C and vitamin E for endurance capacity in a double blind randomized controlled trial,"Seung Wan Kang, Seokyung Hahn, Jung-Kyu Kim, Seung-Min Yang, Byung-Joo Park, Sang Chul Lee",PMC3303472,PMC,2012-03-01,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3303472/,"Oligomerized lychee fruit extract (OLFE) and a vitamin C/E mixture were tested for endurance effects in exercising males. OLFE significantly improved running time and anaerobic threshold, while the vitamin mixture unexpectedly reduced VO2 max."
Elastic resistance training is more effective than vitamin D3 supplementation in reducing oxidative stress and strengthen antioxidant enzymes in healthy men,"Fardin Kalvandi, Mohammad Ali Azarbayjani, Ronak Azizbeigi, Kamal Azizbeigi",PMC8431951,European Journal of Clinical Nutrition,2021-09-10,https://doi.org/10.1038/s41430-021-01000-6,Elastic resistance training was studied with and without vitamin D3 supplementation in healthy men. Elastic resistance training alone was more effective than with vitamin D3 supplementation for reducing oxidative stress and strengthening antioxidant enzymes.
Exercise performance and physiological responses: the potential role of redox imbalance,"Kavey Vidal, Nathaniel Robinson, Stephen J. Ives",PMC5392515,PMC,2017-03-31,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5392515/,"This study investigated the effects of hyperoxia and an antioxidant cocktail on cycling performance and physiological responses. Ingesting an antioxidant cocktail impaired performance, ventilation, and economy, suggesting a disruption of redox balance."
"Training Enhances Immune Cells Mitochondrial Biosynthesis, Fission, Fusion, and Their Antioxidant Capabilities Synergistically with Dietary Docosahexaenoic Supplementation","Carla Busquets-Cortés, Xavier Capó, Miquel Martorell, Josep A. Tur, Antoni Sureda, Antoni Pons",PMC5028859,Oxidative Medicine and Cellular Longevity,2016-01-01,https://doi.org/10.1155/2016/8950384,Training and DHA supplementation increased mitochondrial proteins and activity in immune cells. This combined intervention enhanced mitochondrial function more than training alone.
Effect of vitamin E succinate on inflammatory cytokines induced by high-intensity interval training,"Hadi Sarir, Ghodsieh Emdadifard, Homayoun Farhangfar, Hossein TaheriChadorneshin",PMC4766825,Journal of Research in Medical Sciences : The Official Journal of Isfahan University of Medical Sciences,2015-12-01,https://doi.org/10.4103/1735-1995.172986,This study investigated vitamin E succinate's effect on inflammatory cytokines after high-intensity interval training in rats. Vitamin E succinate supplementation reduced HIIT-induced increases in IL-6 and TNF-α.
Use of Saliva Biomarkers to Monitor Efficacy of Vitamin C in Exercise-Induced Oxidative Stress,"Levi W. Evans, Stanley T. Omaye",PMC5384169,PMC,2017-01-12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5384169/,This review examines the use of saliva biomarkers to monitor vitamin C's efficacy against exercise-induced oxidative stress. Saliva shows promise as a non-invasive biospecimen for reflecting systemic oxidative stress and antioxidant status.
Reactive oxygen species in exercise and insulin resistance: Working towards personalized antioxidant treatment,"Kathryn McKeegan, Shaun A. Mason, Adam J. Trewin, Michelle A. Keske, Glenn D. Wadley, Paul A. Della ...",PMC8167146,PMC,2021-05-18,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8167146/,"This review examines human research on antioxidant treatment for insulin resistance and glycemic control. Personalized antioxidant strategies are needed, considering context, individual deficiencies, and antioxidant properties, to improve effectiveness."
"Oxidative Stress, Mitochondrial Function and Adaptation to Exercise: New Perspectives in Nutrition","Nancy Vargas-Mendoza, Marcelo Angeles-Valencia, Ángel Morales-González, Eduardo Osiris Madrigal-Sant...",PMC8624755,PMC,2021-11-22,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8624755/,"This paper reviews how mitochondria adapt to exercise-induced energy demands and oxidative stress. It explores whether nutrients, particularly antioxidants, might interfere with this adaptation or exercise performance."
